"ï..DIRECTORIO","SECUENCIA_P","SECUENCIA_ENCUESTA","P6051","P6020","P6040","P5502","P6080","P8587","I_HOGAR","CANT_PERSONAS_HOGAR","REGION","P8520S1A1"
7147371,1,1,1,2,17,5,6,NA,1725000,4,9,1
7147372,1,1,1,2,48,4,6,3,1683333.33333333,2,9,2
7147373,1,1,1,1,54,2,5,1,750000,2,9,1
7147374,1,1,1,1,55,2,6,9,4866666.66666667,1,9,2
7147375,1,1,1,2,33,5,6,13,6e+07,1,9,2
7147376,1,1,1,2,47,2,6,5,2612014.66666667,4,9,2
7147377,1,1,1,2,40,5,6,NA,850000,2,9,2
7147378,1,1,1,1,63,2,6,1,1e+05,2,9,1
7147379,1,1,1,1,49,2,6,3,538666.666666667,3,9,1
7147380,1,1,1,2,53,4,6,3,775000,3,9,1
7147381,1,1,1,1,50,4,6,4,1050000,1,9,1
7147382,1,1,1,2,34,2,6,3,2650000,2,9,1
7147383,1,1,1,1,28,5,6,5,2185000,2,9,0
7147384,1,1,1,1,24,2,6,5,890000,2,9,1
7147385,1,1,1,2,36,2,6,5,1098333.33333333,4,9,1
7147386,1,1,1,1,74,6,6,3,750000,2,9,1
7147387,1,1,1,1,34,2,6,3,2175833.33333333,3,9,2
7147392,1,1,1,1,47,6,6,3,2028116,4,9,NA
7147393,1,1,1,1,52,6,6,3,140833.333333333,3,9,1
7147394,1,1,1,1,57,2,6,4,2315000,3,9,1
7147395,1,1,1,1,54,2,6,3,1926000,4,9,2
7147396,1,1,1,1,79,5,6,1,562500,1,9,1
7147397,1,1,1,1,43,2,6,3,1160833.33333333,8,9,1
7147399,1,1,1,1,40,1,6,3,1100000,2,9,1
7147402,1,1,1,2,54,1,6,3,9639333.33333333,4,9,1
7147403,1,1,1,1,54,2,6,4,1200000,2,9,1
7147404,1,1,1,1,50,6,6,7,4348126,3,9,1
7147405,1,1,1,1,57,6,6,3,2785416.66666667,2,9,1
7147407,1,1,1,1,46,6,6,3,728333.333333333,3,9,1
7147410,1,1,1,1,66,5,6,1,1416666.66666667,4,9,1
7147411,1,1,1,1,26,2,6,3,2194116,3,9,1
7147412,1,1,1,1,48,2,6,3,1371292.33333333,5,9,1
7147413,1,1,1,1,19,1,6,4,1021124,2,9,1
7147414,1,1,1,1,43,5,6,3,1028116,1,9,1
7147415,1,1,1,1,23,5,6,3,4e+05,1,9,1
7147416,1,1,1,2,20,5,6,7,832500,2,9,1
7147418,1,1,1,1,66,6,6,3,7083333.33333333,2,9,1
7147420,1,1,1,1,37,2,6,3,936666.666666667,8,9,1
7147421,1,1,1,2,58,4,6,4,2800000,3,9,2
7147423,1,1,1,1,39,6,6,11,1500000,4,9,1
7147424,1,1,1,1,49,6,6,3,2007116,5,9,1
7147426,1,1,1,1,57,6,6,5,2850000,2,9,1
7147429,1,1,1,1,54,2,6,3,1930000,5,9,1
7147431,1,1,1,2,45,4,6,5,680000,3,9,1
7147433,1,1,1,2,71,4,6,3,8e+05,1,9,1
7147434,1,1,1,2,60,4,6,3,816666.666666667,1,9,1
7147435,1,1,1,1,33,2,6,3,858116,5,9,1
7147437,1,1,1,1,51,6,6,5,1175116,3,9,1
7147439,1,1,1,1,45,2,6,3,450000,2,9,1
7147441,1,1,1,2,28,5,6,5,4e+05,2,9,1
7147442,1,1,1,1,46,2,6,3,1872500,4,9,1
7147443,1,1,1,2,50,4,6,3,3e+05,1,9,1
7147445,1,1,1,1,35,2,6,5,2215000,4,9,1
7147446,1,1,1,1,45,2,6,4,1130000,4,9,1
7147448,1,1,1,1,53,6,6,7,1660000,6,9,1
7147449,1,1,1,1,55,4,6,1,1286457.33333333,1,9,1
7147451,1,1,1,1,73,6,6,3,3400000,3,9,1
7147452,1,1,1,1,51,2,6,3,958000,8,9,1
7147453,1,1,1,1,57,2,6,3,6700000,4,9,1
7147454,1,1,1,2,47,5,6,3,325000,1,9,NA
7147455,1,1,1,1,58,2,6,3,1100000,3,9,1
7147457,1,1,1,1,27,4,6,7,1343000,3,9,1
7147458,1,1,1,1,27,5,6,11,2e+06,1,9,2
7147459,1,1,1,2,45,4,6,NA,2677624,7,9,2
7147462,1,1,1,1,43,5,6,5,828116,1,9,1
7147463,1,1,1,2,46,4,6,3,125000,1,9,1
7147470,1,1,1,2,41,4,6,7,950000,1,9,2
7147472,1,1,1,1,48,4,6,5,9e+05,1,9,2
7147475,1,1,1,2,46,4,5,3,895000,2,1,1
7147476,1,1,1,2,48,4,6,3,2637032,5,1,3
7147477,1,1,1,1,25,6,6,9,4217032,5,1,3
7147478,1,1,1,2,36,2,5,3,1475000,3,1,1
7147479,1,1,1,1,38,2,5,5,1397300,3,1,1
7147480,1,1,1,2,48,4,5,11,1112500,3,1,1
7147481,1,1,1,2,55,4,5,4,1626198.66666667,6,1,1
7147482,1,1,1,2,47,4,6,5,1278116,2,1,1
7147483,1,1,1,2,65,2,5,3,2387157.66666667,5,1,1
7147484,1,1,1,2,64,4,5,4,1665000,7,1,1
7147485,1,1,1,2,71,4,6,3,1787166.66666667,4,1,2
7147486,1,1,1,2,44,2,5,3,1018814.66666667,3,1,9
7147487,1,1,1,2,32,4,6,4,1077500,4,1,0
7147488,1,1,1,2,50,2,6,4,1870000,4,1,0
7147489,1,1,1,1,27,2,6,5,1517500,4,1,0
7147490,1,1,1,1,46,2,5,3,1610000,4,1,1
7147491,1,1,1,2,28,2,5,4,1448333.33333333,6,1,1
7147492,1,1,1,1,18,5,6,NA,66666.6666666667,2,1,1
7147493,1,1,1,1,27,2,5,5,645000,5,1,1
7147494,1,1,1,1,37,1,5,4,1080000,3,1,1
7147495,1,1,1,1,61,6,6,4,1809500,4,1,2
7147496,1,1,1,1,33,2,5,3,9e+05,4,1,0
7147498,1,1,1,1,51,2,5,7,941000,3,1,2
7147499,1,1,1,1,35,2,5,5,1600000,2,1,1
7147500,1,1,1,2,85,3,6,3,1650000,2,1,3
7147501,1,1,1,2,40,4,6,7,1300000,3,1,3
7147502,1,1,1,2,47,6,6,3,1500000,4,1,3
7147503,1,1,1,2,86,4,6,4,3674097.33333333,4,1,3
7147504,1,1,1,1,41,2,5,11,1637032,3,1,3
7147505,1,1,1,1,64,2,5,7,1997000,3,1,3
7147506,1,1,1,1,46,4,5,4,8e+05,1,1,1
7147507,1,1,1,1,64,2,5,3,2550000,5,1,1
7147508,1,1,1,2,59,4,6,4,7e+05,2,1,1
7147509,1,1,1,2,27,4,6,5,850000,3,1,1
7147511,1,1,1,1,27,2,6,5,255000,4,1,1
7147512,1,1,1,2,25,2,6,5,650000,3,1,1
7147513,1,1,1,2,28,2,6,4,828611,5,1,1
7147515,1,1,1,2,70,4,6,7,5637500,2,1,4
7147516,1,1,1,1,46,6,6,11,17821666.6666667,3,1,4
7147517,1,1,1,2,49,2,6,9,4460000,3,1,4
7147519,1,1,1,1,83,6,6,5,1191666.66666667,2,1,4
7147520,1,1,1,2,52,4,6,11,6375000,2,1,4
7147521,1,1,1,2,38,1,6,13,2583333.33333333,2,1,4
7147523,1,1,1,1,64,2,5,9,4248912,8,1,3
7147524,1,1,1,2,66,4,6,3,2804333.33333333,6,1,3
7147525,1,1,1,2,56,2,5,4,1162000,4,1,3
7147526,1,1,1,1,61,6,6,6,3600000,3,1,3
7147527,1,1,1,1,32,2,6,11,0,4,1,5
7147528,1,1,1,1,73,6,5,11,2766666.66666667,2,1,4
7147529,1,1,1,1,65,6,5,11,12033333.3333333,2,1,5
7147531,1,1,1,2,68,5,6,11,36720833.3333333,4,1,5
7147532,1,1,1,2,43,3,6,11,3e+06,3,1,5
7147533,1,1,1,2,66,4,5,1,2333216.66666667,4,1,2
7147534,1,1,1,1,50,2,6,5,1290833.33333333,4,1,1
7147535,1,1,1,1,43,2,6,5,1434000,7,1,2
7147536,1,1,1,1,64,6,6,4,2375241.66666667,2,1,2
7147538,1,1,1,2,24,2,5,10,2e+05,3,1,2
7147539,1,1,1,1,40,6,5,11,2279036,4,1,2
7147540,1,1,1,2,39,2,6,3,780000,10,1,1
7147541,1,1,1,2,52,2,6,3,1400000,2,1,1
7147542,1,1,1,2,68,4,1,4,205416.666666667,5,1,3
7147543,1,1,1,2,70,4,6,4,4886716.66666667,4,1,3
7147544,1,1,1,2,66,2,1,4,1865000,3,1,3
7147545,1,1,1,1,60,2,1,4,1474000,6,1,1
7147546,1,1,1,1,63,3,5,11,518333.333333333,2,1,2
7147547,1,1,1,1,26,5,1,13,750000,2,1,3
7147548,1,1,1,2,55,4,1,7,170000,2,1,2
7147549,1,1,1,1,31,2,6,NA,2161666.66666667,4,1,2
7147550,1,1,1,1,59,6,6,7,1400000,3,1,2
7147551,1,1,1,2,31,4,6,3,0,3,1,2
7147552,1,1,1,1,38,2,1,5,1325000,5,1,1
7147553,1,1,1,2,32,2,6,5,816000,4,1,2
7147554,1,1,1,2,19,5,1,NA,868116,4,1,2
7147555,1,1,1,2,29,4,6,11,7116666.66666667,4,1,2
7147556,1,1,1,1,55,4,6,9,3666666.66666667,5,1,2
7147558,1,1,1,2,30,4,1,5,895833.333333333,2,1,2
7147559,1,1,1,1,62,2,5,5,1566666.66666667,3,1,3
7147560,1,1,1,1,34,2,1,5,1214000,5,1,2
7147562,1,1,1,2,37,3,6,7,1782333.33333333,4,1,2
7147563,1,1,1,1,39,2,1,4,875000,3,1,2
7147564,1,1,1,1,39,2,6,1,1850000,9,1,0
7147565,1,1,1,1,73,4,6,3,5e+05,1,1,0
7147566,1,1,1,1,73,4,6,3,823333.333333333,1,1,2
7147567,1,1,1,1,30,2,6,3,850000,5,1,1
7147568,1,1,1,1,59,2,5,3,1600000,3,1,1
7147568,2,1,1,1,24,2,5,5,1600000,3,1,1
7147569,1,1,1,2,65,6,5,3,3143333.33333333,5,1,1
7147570,1,1,1,1,33,2,5,1,350000,5,1,NA
7147571,1,1,1,2,60,4,6,3,60000,1,1,1
7147572,1,1,1,1,55,2,5,4,1675000,6,1,1
7147573,1,1,1,1,19,2,6,4,4e+05,4,1,NA
7147574,1,1,1,1,35,2,6,4,8e+05,3,1,NA
7147575,1,1,1,1,35,4,3,5,1731166.66666667,1,8,2
7147576,1,1,1,1,33,5,3,5,1500000,1,8,2
7147577,1,1,1,1,51,5,5,3,1e+06,1,8,2
7147578,1,1,1,1,50,2,3,4,1753611,2,8,2
7147579,1,1,1,1,39,2,3,3,2825116,2,8,2
7147580,1,1,1,2,35,5,5,4,995981.333333333,2,8,2
7147582,1,1,1,2,55,4,3,5,1800000,1,8,3
7147583,1,1,1,1,49,4,3,9,2812500,1,8,3
7147586,1,1,1,1,30,1,6,1,960000,6,1,1
7147587,1,1,1,2,63,6,6,3,1900000,3,1,3
7147588,1,1,1,1,38,2,6,5,0,4,1,2
7147589,1,1,1,2,65,4,6,5,926316,3,1,2
7147590,1,1,1,1,46,6,6,9,1795833.33333333,4,1,2
7147591,1,1,1,1,35,2,6,5,2145000,4,1,2
7147592,1,1,1,1,52,2,6,1,2475000,8,1,2
7147594,1,1,1,1,52,2,6,4,2004032,5,1,1
7147595,1,1,1,1,28,2,6,3,430000,4,1,1
7147596,1,1,1,2,26,1,6,5,2916666.66666667,4,1,3
7147597,1,1,1,2,66,4,6,3,5e+05,4,1,3
7147598,1,1,1,2,47,4,6,3,964648,4,1,2
7147599,1,1,1,1,52,2,6,5,1150000,2,1,2
7147600,1,1,1,1,29,6,6,5,3421666.66666667,3,1,2
7147601,1,1,1,1,55,5,6,4,6e+05,2,1,2
7147602,1,1,1,2,53,3,6,3,2216666.66666667,2,1,2
7147603,1,1,1,1,41,2,6,3,750000,3,1,2
7147604,1,1,1,2,39,4,6,4,1304166.66666667,3,1,2
7147605,1,1,1,2,21,4,6,10,525000,4,1,1
7147606,1,1,1,2,43,4,6,4,708833.333333333,4,1,1
7147607,1,1,1,1,24,2,6,5,920000,4,1,1
7147608,1,1,1,1,44,6,6,7,1467981.33333333,4,1,4
7147609,1,1,1,1,51,6,6,11,1912032,4,1,4
7147610,1,1,1,2,75,3,6,3,725833.333333333,5,1,NA
7147611,1,1,1,1,28,2,6,3,925000,3,1,NA
7147612,1,1,1,1,57,2,6,3,980000,4,1,NA
7147614,1,1,1,1,70,1,6,3,1450000,3,1,NA
7147615,1,1,1,2,82,3,6,3,1565000,4,1,NA
7147616,1,1,1,1,58,6,6,3,6e+05,2,1,NA
7147617,1,1,1,1,69,6,6,11,1510000,2,1,8
7147618,1,1,1,1,37,2,6,3,1e+06,2,1,NA
7147619,1,1,1,1,34,2,6,4,850000,3,1,NA
7147620,1,1,1,1,61,2,6,1,550000,4,1,NA
7147621,1,1,1,2,30,2,6,3,2405833.33333333,7,1,NA
7147622,1,1,1,1,68,4,6,1,550000,1,1,9
7147623,1,1,1,1,26,1,6,1,870000,3,1,NA
7147624,1,1,1,1,55,4,6,1,324583.333333333,3,1,NA
7147626,1,1,1,1,63,4,6,1,7e+05,2,1,NA
7147627,1,1,1,1,44,5,6,4,2250000,2,1,NA
7147628,1,1,1,2,60,3,1,13,4083333.33333333,1,1,1
7147631,1,1,1,2,46,3,6,3,470000,3,1,1
7147633,1,1,1,2,67,3,6,1,450000,3,1,1
7147634,1,1,1,1,64,6,6,3,1190000,4,1,1
7147635,1,1,1,1,62,6,6,3,1288000,4,1,1
7147636,1,1,1,2,71,4,6,3,812500,2,1,1
7147637,1,1,1,1,77,3,6,1,2110166.66666667,4,1,1
7147638,1,1,1,1,48,5,6,5,133333.333333333,1,1,1
7147639,1,1,1,1,74,6,6,3,2729000,9,1,1
7147640,1,1,1,2,69,4,6,1,465000,3,1,1
7147640,2,1,1,1,31,2,6,3,465000,3,1,1
7147641,1,1,1,1,30,2,6,5,680000,2,1,1
7147642,1,1,1,1,44,4,1,3,1820282.66666667,5,1,1
7147643,1,1,1,1,30,6,6,3,1643500,4,1,1
7147644,1,1,1,1,48,2,1,5,1110000,3,1,1
7147645,1,1,1,1,58,2,1,3,1400000,2,1,1
7147646,1,1,1,1,60,6,1,3,1287282.66666667,2,1,1
7147647,1,1,1,1,25,2,6,NA,826116,3,1,1
7147648,1,1,1,2,49,2,6,4,8e+05,2,1,1
7147649,1,1,1,2,45,2,1,1,1215000,5,1,1
7147650,1,1,1,1,61,6,1,3,1413333.33333333,5,1,1
7147651,1,1,1,1,42,2,1,5,2061666.66666667,4,1,1
7147652,1,1,1,2,27,2,1,5,7e+05,5,1,1
7147653,1,1,1,1,34,2,1,3,1645000,6,1,1
7147654,1,1,1,2,25,4,6,7,591666.666666667,3,1,1
7147656,1,1,1,1,50,2,6,5,680000,7,1,1
7147657,1,1,1,1,29,2,1,NA,3104854.41666667,5,1,1
7147658,1,1,1,1,60,4,6,4,5e+05,1,1,1
7147659,1,1,1,1,41,6,6,3,1126116,5,1,1
7147660,1,1,1,1,51,2,1,3,850000,2,1,1
7147661,1,1,1,2,59,3,1,7,6e+05,1,1,1
7147662,1,1,1,2,52,5,6,4,275000,1,1,1
7147663,1,1,1,1,23,2,6,4,720000,5,1,1
7147664,1,1,1,2,29,5,6,5,1581666.66666667,8,1,1
7147665,1,1,1,2,56,4,5,3,275000,1,1,1
7147666,1,1,1,1,39,6,6,7,2346613,3,1,1
7147667,1,1,1,1,54,2,6,4,9e+05,4,1,1
7147668,1,1,1,1,42,2,6,5,1094833.33333333,5,1,1
7147669,1,1,1,1,29,2,6,5,1287666.66666667,3,1,1
7147670,1,1,1,2,35,4,6,10,1063122.41666667,2,1,1
7147671,1,1,1,1,54,2,6,4,1192000,3,1,1
7147672,1,1,1,2,25,4,6,NA,916666.666666667,3,1,1
7147675,1,1,1,1,31,2,6,3,1838116,6,1,1
7147679,1,1,1,2,38,4,6,3,807500,4,1,1
7147680,1,1,1,1,48,2,6,3,527500,5,1,1
7147681,1,1,1,1,49,2,6,3,854000,4,1,1
7147682,1,1,1,1,38,2,6,5,782500,4,1,1
7147683,1,1,1,1,52,4,6,5,9e+05,1,1,1
7147685,1,1,1,1,64,6,6,3,650000,3,1,1
7147686,1,1,1,1,54,2,6,5,691500,3,1,1
7147690,1,1,1,1,75,6,6,1,550000,3,1,1
7147691,1,1,1,2,86,4,6,1,216666.666666667,1,1,1
7147692,1,1,1,1,80,6,6,3,850000,3,1,1
7147693,1,1,1,2,52,4,6,3,7e+05,2,1,1
7147694,1,1,1,1,57,6,6,4,747500,3,1,1
7147695,1,1,1,2,58,6,6,7,1228116,2,1,1
7147696,1,1,1,1,66,6,6,3,6e+05,4,1,1
7147697,1,1,1,1,46,2,6,4,845000,4,1,1
7147698,1,1,1,1,67,6,6,3,1825000,2,1,1
7147699,1,1,1,2,59,2,6,3,650833.333333333,6,1,1
7147700,1,1,1,1,38,5,6,5,320000,1,1,1
7147701,1,1,1,1,68,6,6,5,216666.666666667,1,1,1
7147703,1,1,1,2,85,3,6,1,133333.333333333,1,1,1
7147704,1,1,1,1,76,6,6,3,2703000,7,1,1
7147705,1,1,1,2,58,4,6,3,2e+05,2,1,1
7147707,1,1,1,1,34,2,6,5,6e+05,3,1,1
7147708,1,1,1,1,63,6,6,3,450000,3,1,1
7147709,1,1,1,1,74,6,6,1,756000,2,1,1
7147712,1,1,1,2,27,2,5,5,410000,2,1,1
7147713,1,1,1,1,64,2,6,1,6e+05,3,1,1
7147714,1,1,1,2,75,3,6,1,199166.666666667,5,1,1
7147715,1,1,1,1,83,2,6,1,226666.666666667,3,1,1
7147717,1,1,1,1,39,4,6,3,162500,2,1,1
7147718,1,1,1,1,57,2,6,1,1901250,6,1,1
7147719,1,1,1,2,29,6,6,5,5e+05,2,1,1
7147720,1,1,1,1,37,2,6,4,1160000,5,1,1
7147721,1,1,1,2,46,2,6,3,179166.666666667,2,1,1
7147722,1,1,1,2,45,4,6,5,730000,2,1,1
7147723,1,1,1,2,52,4,6,3,730000,5,1,1
7147724,1,1,1,2,24,2,6,5,320000,6,1,1
7147724,2,1,1,1,22,2,6,1,320000,6,1,1
7147725,1,1,1,2,70,6,6,1,2306000,9,1,1
7147726,1,1,1,2,84,3,6,1,231666.666666667,4,1,1
7147727,1,1,1,1,68,2,6,4,2462000,6,1,1
7147728,1,1,1,1,77,2,6,1,208333.333333333,2,1,1
7147730,1,1,1,2,61,2,6,1,905833.333333333,5,1,1
7147731,1,1,1,2,41,2,6,5,3306500,7,1,1
7147732,1,1,1,2,58,2,6,1,1377500,8,1,1
7147733,1,1,1,2,39,2,6,3,220000,1,1,1
7147735,1,1,1,2,88,3,6,1,336000,5,1,1
7147736,1,1,1,2,49,2,6,4,565833.333333333,4,1,1
7147737,1,1,1,1,54,6,6,3,1050000,1,1,1
7147738,1,1,1,2,50,2,6,3,167500,8,1,1
7147739,1,1,1,1,59,4,6,3,650000,1,1,1
7147741,1,1,1,2,62,5,6,5,650000,1,1,1
7147742,1,1,1,1,22,2,6,5,660000,3,1,1
7147743,1,1,1,1,44,2,1,11,6275000,2,1,1
7147744,1,1,1,1,61,2,6,1,567500,3,1,1
7147745,1,1,1,1,58,2,1,3,447500,4,1,1
7147746,1,1,1,1,79,4,6,3,315000,1,1,1
7147747,1,1,1,1,44,5,6,4,3e+05,1,1,1
7147748,1,1,1,1,22,2,6,5,137333.333333333,5,1,1
7147749,1,1,1,1,23,2,6,3,560000,5,1,1
7147750,1,1,1,1,71,2,6,3,869166.666666667,9,1,1
7147752,1,1,1,2,51,2,1,1,1205000,5,1,1
7147753,1,1,1,1,37,2,6,3,415000,5,1,0
7147754,1,1,1,1,46,1,6,3,186666.666666667,4,1,0
7147755,1,1,1,2,28,4,6,1,685000,4,1,NA
7147756,1,1,1,2,37,5,6,1,457833.333333333,9,1,1
7147757,1,1,1,2,48,2,6,1,557500,5,1,0
7147760,1,1,1,1,82,4,6,1,315000,1,1,1
7147761,1,1,1,1,51,2,6,3,2880000,8,1,1
7147762,1,1,1,1,52,2,6,3,754166.666666667,4,1,1
7147763,1,1,1,2,27,2,6,5,360000,3,1,1
7147764,1,1,1,1,37,6,6,4,572250,6,1,1
7147765,1,1,1,1,63,2,1,3,350000,2,1,1
7147766,1,1,1,2,35,5,6,3,535000,6,1,1
7147767,1,1,1,2,57,2,6,3,727500,7,1,1
7147768,1,1,1,1,63,6,6,3,7e+05,2,1,1
7147769,1,1,1,2,62,2,6,3,258333.333333333,6,1,1
7147770,1,1,1,1,46,2,6,3,330000,5,1,1
7147771,1,1,1,1,27,2,6,5,268750,4,1,1
7147773,1,1,1,1,35,2,6,4,1021666.66666667,4,1,0
7147774,1,1,1,1,50,2,6,3,3515833.33333333,9,1,1
7147775,1,1,1,1,23,2,6,1,415000,4,1,1
7147775,2,1,1,1,27,2,6,3,415000,4,1,1
7147775,3,1,1,1,21,2,6,3,415000,4,1,1
7147776,1,1,1,2,30,4,1,4,768000,4,1,1
7147777,1,1,1,1,80,2,6,1,338333.333333333,3,1,1
7147777,2,1,1,1,38,2,6,4,338333.333333333,3,1,1
7147779,1,1,1,2,64,3,6,1,248333.333333333,2,1,1
7147780,1,1,1,1,25,2,6,4,811666.666666667,2,1,1
7147781,1,1,1,1,52,2,6,1,713333.333333333,8,1,1
7147782,1,1,1,1,47,2,6,3,867500,4,1,1
7147783,1,1,1,1,74,2,6,1,215000,2,1,1
7147784,1,1,1,1,71,2,6,3,475666.666666667,3,1,1
7147785,1,1,1,2,52,2,6,3,825000,4,1,1
7147786,1,1,1,1,50,4,6,3,1207500,4,1,1
7147787,1,1,1,1,36,4,6,11,1080000,3,1,1
7147788,1,1,1,2,44,2,6,3,366666.666666667,2,1,1
7147790,1,1,1,1,42,2,6,3,1070500,7,1,1
7147791,1,1,1,1,58,6,6,1,1404166.66666667,6,1,1
7147792,1,1,1,2,30,2,6,5,275000,2,1,1
7147793,1,1,1,1,59,2,6,4,75166.6666666667,3,1,1
7147794,1,1,1,1,57,2,6,7,1633333.33333333,3,1,2
7147795,1,1,1,2,86,3,6,3,1516666.66666667,4,1,1
7147796,1,1,1,1,43,2,6,4,401352.666666667,4,1,0
7147797,1,1,1,1,54,1,6,3,845000,3,1,1
7147798,1,1,1,2,82,3,6,3,2316000,11,1,1
7147799,1,1,1,1,62,2,6,3,463333.333333333,3,1,1
7147801,1,1,1,1,65,6,1,1,275000,2,1,0
7147802,1,1,1,1,59,4,6,3,91666.6666666667,1,1,1
7147803,1,1,1,2,42,4,6,5,540833.333333333,2,1,1
7147804,1,1,1,2,51,4,6,3,844000,7,1,1
7147805,1,1,1,1,73,6,6,3,2135000,3,1,1
7147807,1,1,1,1,50,2,1,3,1261666.66666667,5,1,1
7147808,1,1,1,2,55,4,6,1,241666.666666667,4,1,1
7147809,1,1,1,1,54,2,1,3,332500,4,1,1
7147810,1,1,1,2,51,4,6,3,1081000,5,1,1
7147811,1,1,1,1,36,2,6,3,1210000,5,1,1
7147812,1,1,1,1,61,2,6,3,646666.666666667,3,1,1
7147813,1,1,1,2,45,5,6,5,108333.333333333,2,1,1
7147814,1,1,1,2,65,3,6,4,215000,2,1,1
7147817,1,1,1,1,69,5,6,3,1510000,2,2,2
7147819,1,1,1,1,46,6,6,5,2792333.33333333,4,2,2
7147820,1,1,1,1,39,6,6,4,0,2,2,3
7147821,1,1,1,2,80,3,6,3,3e+05,1,2,2
7147837,1,1,1,1,47,2,6,3,1200000,2,3,1
7147838,1,1,1,1,77,3,6,1,258333.333333333,1,3,NA
7147839,1,1,1,2,48,4,6,3,675000,3,3,1
7147840,1,1,1,2,31,4,6,5,949116,3,3,1
7147841,1,1,1,2,57,5,6,3,228333.333333333,1,3,1
7147842,1,1,1,2,48,2,6,3,850000,2,3,1
7147843,1,1,1,2,65,3,6,1,166666.666666667,1,3,1
7147844,1,1,1,2,45,4,6,3,471000,3,3,1
7147845,1,1,1,1,29,2,6,5,1117500,4,3,1
7147846,1,1,1,1,49,2,6,3,1236625,5,3,1
7147847,1,1,1,1,26,5,6,5,9e+05,1,3,1
7147848,1,1,1,2,37,4,6,3,540500,3,3,1
7147849,1,1,1,1,82,6,6,1,486666.666666667,2,3,1
7147850,1,1,1,1,35,5,6,3,580000,1,3,1
7147851,1,1,1,1,41,5,6,3,450000,1,3,1
7147852,1,1,1,1,37,6,6,4,868000,5,3,1
7147853,1,1,1,2,35,4,6,3,422500,4,3,1
7147854,1,1,1,1,37,2,6,3,691500,4,3,1
7147855,1,1,1,2,28,4,1,5,460500,3,3,1
7147856,1,1,1,1,26,2,6,5,1050833.33333333,3,3,1
7147858,1,1,1,2,55,6,6,3,749833.333333333,4,3,1
7147859,1,1,1,1,62,5,6,1,250000,2,3,1
7147860,1,1,1,1,49,2,6,3,1411250,5,3,1
7147861,1,1,1,1,66,4,6,3,616666.666666667,1,3,1
7147862,1,1,1,2,57,4,6,3,883750,3,3,1
7147863,1,1,1,1,28,2,6,5,737000,4,3,1
7147864,1,1,1,1,58,4,6,4,890000,1,3,1
7147865,1,1,1,2,18,1,5,3,1150000,2,3,1
7147866,1,1,1,2,24,5,6,5,2001333.33333333,3,3,1
7147867,1,1,1,1,40,2,6,3,562500,3,3,1
7147868,1,1,1,2,30,6,6,4,1522166.66666667,6,3,2
7147869,1,1,1,1,53,2,6,3,915250,5,3,0
7147870,1,1,1,2,79,4,6,1,325000,1,3,1
7147871,1,1,1,1,43,6,6,3,815166.666666667,4,3,1
7147872,1,1,1,1,49,2,6,4,689500,4,3,2
7147873,1,1,1,1,23,1,6,9,2058333.33333333,2,3,1
7147874,1,1,1,1,33,2,6,7,1946000,3,3,1
7147875,1,1,1,2,63,4,6,3,358583.333333333,2,3,1
7147876,1,1,1,1,33,2,6,4,1219166.66666667,4,3,1
7147877,1,1,1,1,99,4,6,1,171666.666666667,1,3,NA
7147878,1,1,1,1,30,2,6,1,716833.333333333,3,3,9
7147879,1,1,1,1,73,5,6,3,180000,1,3,NA
7147880,1,1,1,1,42,2,6,4,810000,2,3,1
7147881,1,1,1,2,46,6,6,3,1248500,4,3,2
7147882,1,1,1,1,57,6,6,5,1424491,4,2,2
7147883,1,1,1,2,57,5,6,5,360000,1,2,2
7147884,1,1,1,2,56,3,6,5,2368148,4,2,2
7147885,1,1,1,1,30,2,6,5,3419166.66666667,2,2,2
7147886,1,1,1,2,52,4,6,11,4953116,4,2,2
7147887,1,1,1,1,57,6,6,4,6308333.33333333,3,2,3
7147888,1,1,1,1,34,2,6,5,1449981.33333333,4,2,3
7147889,1,1,1,1,23,5,6,NA,116666.666666667,1,2,2
7147890,1,1,1,2,66,3,6,3,2866666.66666667,2,2,3
7147891,1,1,1,1,23,5,6,NA,528166.666666667,1,2,2
7147892,1,1,1,1,81,3,6,3,944959,1,2,3
7147893,1,1,1,1,20,2,6,4,5e+05,3,2,1
7147893,2,1,1,1,29,1,6,5,5e+05,3,2,1
7147894,1,1,1,1,49,2,6,3,8e+05,2,2,1
7147895,1,1,1,2,40,5,6,4,896666.666666667,3,2,1
7147896,1,1,1,2,60,3,6,3,1300000,2,2,1
7147897,1,1,1,2,53,4,6,3,450000,2,2,3
7147898,1,1,1,1,28,5,6,5,375000,1,2,2
7147899,1,1,1,2,44,4,6,5,1800000,1,2,3
7147900,1,1,1,2,74,5,6,7,2125860.33333333,2,2,3
7147901,1,1,1,2,49,5,6,11,1500000,2,2,3
7147902,1,1,1,2,50,4,6,5,670000,2,2,2
7147903,1,1,1,2,91,3,6,3,275000,1,2,2
7147903,2,1,1,1,68,2,6,3,275000,1,2,2
7147906,1,1,1,2,73,3,6,3,850000,1,2,2
7147907,1,1,1,2,91,3,6,3,3063333.33333333,6,2,2
7147908,1,1,1,1,51,6,6,5,3037166.66666667,7,2,2
7147909,1,1,1,1,42,5,6,11,4100000,1,2,4
7147910,1,1,1,2,70,4,6,3,1792500,2,2,4
7147911,1,1,1,1,69,2,6,5,6008333.33333333,5,2,4
7147912,1,1,1,1,52,6,6,11,1696833.33333333,4,2,3
