"ï..DIRECTORIO","SECUENCIA_P","SECUENCIA_ENCUESTA","P6051","P6020","P6040","P5502","P6080","P8587","I_HOGAR","CANT_PERSONAS_HOGAR","REGION","P8520S1A1"
7176607,1,1,1,1,41,6,5,4,1800000,4,9,1
7176608,1,1,1,1,60,6,6,3,6e+05,3,9,1
7176609,1,1,1,2,32,4,6,5,575000,3,9,1
7176610,1,1,1,1,24,2,6,5,8e+05,2,9,1
7176611,1,1,1,1,45,2,6,3,379166.666666667,2,9,1
7176612,1,1,1,1,36,2,6,11,4433333.33333333,3,9,2
7176613,1,1,1,1,34,2,6,4,1475833.33333333,4,9,1
7176614,1,1,1,1,53,4,6,3,780000,1,9,1
7176615,1,1,1,1,62,6,6,3,1125000,2,9,1
7176616,1,1,1,2,67,3,6,1,58333.3333333333,3,9,1
7176617,1,1,1,1,52,6,6,3,3613666.66666667,2,9,1
7176618,1,1,1,1,29,2,6,4,828116,5,9,1
7176619,1,1,1,2,59,6,6,3,912500,6,9,1
7176620,1,1,1,1,43,2,6,3,2244148,4,9,1
7176621,1,1,1,1,69,6,6,3,321666.666666667,2,9,1
7176622,1,1,1,2,31,5,6,3,7e+05,1,9,1
7176623,1,1,1,1,47,2,6,11,2338296,4,9,1
7176624,1,1,1,2,24,2,6,5,1753264,3,9,2
7176625,1,1,1,1,37,2,6,5,1328116,4,9,1
7176626,1,1,1,1,71,2,6,3,210833.333333333,2,9,1
7176627,1,1,1,1,38,2,6,3,485833.333333333,4,9,1
7176629,1,1,1,2,43,4,6,3,450000,3,9,1
7176630,1,1,1,1,31,2,6,7,5488333.33333333,5,9,1
7176631,1,1,1,1,49,6,6,3,750000,2,9,1
7176632,1,1,1,1,47,2,6,1,1785000,6,9,1
7176633,1,1,1,1,50,6,6,3,1540616,2,9,1
7176636,1,1,1,1,43,2,1,7,5687666.66666667,6,1,2
7176637,1,1,1,2,50,4,1,1,2036666.66666667,8,1,1
7176638,1,1,1,1,25,2,1,4,1072000,11,1,1
7176639,1,1,1,2,31,4,6,4,1405000,4,1,2
7176640,1,1,1,1,45,2,6,3,516666.666666667,2,1,1
7176641,1,1,1,1,55,2,5,4,2620666.66666667,8,1,1
7176642,1,1,1,2,80,4,6,3,601666.666666667,3,1,1
7176643,1,1,1,1,58,4,5,3,1424166.66666667,3,1,1
7176644,1,1,1,1,29,2,6,5,645000,4,1,1
7176645,1,1,1,2,24,4,1,4,1060000,6,1,1
7176646,1,1,1,2,61,6,6,11,11975000,3,1,3
7176647,1,1,1,1,24,1,6,4,3e+05,4,1,2
7176648,1,1,1,1,68,4,5,5,2459166.66666667,1,1,2
7176649,1,1,1,2,47,4,6,7,3041449.33333333,4,1,2
7176650,1,1,1,2,45,4,1,1,195000,2,1,NA
7176651,1,1,1,1,40,2,1,1,840000,3,1,NA
7176652,1,1,1,2,68,4,1,1,535000,2,1,NA
7176653,1,1,1,2,40,2,1,1,962500,2,1,NA
7176654,1,1,1,2,83,3,1,1,5e+05,2,1,NA
7176655,1,1,1,2,31,4,1,3,275000,4,1,NA
7176656,1,1,1,2,56,4,1,1,4e+05,3,1,NA
7176657,1,1,1,2,71,4,1,1,190000,3,1,NA
7176658,1,1,1,2,48,4,1,1,936666.666666667,2,1,NA
7176659,1,1,1,2,22,2,1,3,1670000,5,1,NA
7176660,1,1,1,2,50,2,1,1,1535000,5,1,NA
7176661,1,1,1,2,19,2,1,3,226666.666666667,1,1,NA
7176662,1,1,1,1,47,2,5,4,1888333.33333333,2,1,NA
7176663,1,1,1,1,59,2,5,3,550000,2,1,NA
7176664,1,1,1,1,73,2,5,3,210000,2,1,NA
7176665,1,1,1,1,39,4,5,3,530000,1,1,NA
7176666,1,1,1,2,77,3,6,5,5416666.66666667,5,1,3
7176667,1,1,1,2,45,4,6,5,1500000,1,1,2
7176668,1,1,1,1,66,2,6,3,8e+05,2,1,2
7176669,1,1,1,1,54,6,6,4,541666.666666667,3,1,2
7176670,1,1,1,1,94,3,5,3,2975000,4,1,1
7176670,2,1,1,2,34,5,5,11,2975000,4,1,1
7176671,1,1,1,2,26,4,1,4,530833.333333333,5,1,1
7176672,1,1,1,1,48,2,6,1,620000,5,1,NA
7176673,1,1,1,1,49,2,6,4,590000,1,1,NA
7176674,1,1,1,1,45,4,6,5,850000,1,1,NA
7176675,1,1,1,1,27,2,6,5,520000,1,1,NA
7176676,1,1,1,1,58,4,6,3,290000,1,1,NA
7176677,1,1,1,1,52,4,1,3,380000,1,1,NA
7176678,1,1,1,1,33,2,6,5,650000,1,1,NA
7176679,1,1,1,1,29,2,6,3,780000,2,1,NA
7176680,1,1,1,1,48,2,6,3,450000,1,1,NA
7176681,1,1,1,1,30,5,6,3,540000,1,1,NA
7176682,1,1,1,1,51,3,1,1,240000,1,1,NA
7176683,1,1,1,1,22,5,6,7,350000,1,1,NA
7176684,1,1,1,1,53,2,6,3,340000,1,1,NA
7176685,1,1,1,2,46,6,6,5,370000,2,1,NA
7176688,1,1,1,1,68,2,6,3,340000,1,1,NA
7176689,1,1,1,1,50,2,6,3,558333.333333333,2,1,NA
7176690,1,1,1,1,51,2,6,3,540000,1,1,NA
7176691,1,1,1,1,36,2,6,3,830000,7,1,1
7176692,1,1,1,1,35,1,6,3,7e+05,3,1,1
7176693,1,1,1,1,34,4,6,3,310000,1,1,1
7176694,1,1,1,1,30,5,1,3,465000,1,1,NA
7176695,1,1,1,1,76,3,6,4,633333.333333333,1,1,2
7176696,1,1,1,2,78,3,6,3,1998666.66666667,5,1,2
7176698,1,1,1,1,73,6,6,5,4533333.33333333,2,1,2
7176699,1,1,1,1,39,6,6,9,8125000,2,1,2
7176701,1,1,1,1,65,6,6,5,3587500,6,1,2
7176702,1,1,1,2,66,4,6,5,2802500,5,1,2
7176704,1,1,1,2,66,3,6,3,1125000,3,1,2
7176706,1,1,1,2,24,2,6,5,350833.333333333,4,1,1
7176707,1,1,1,2,41,4,6,6,840000,4,1,1
7176708,1,1,1,2,45,4,6,5,205000,4,1,1
7176709,1,1,1,2,46,3,6,4,637500,4,1,1
7176710,1,1,1,2,65,3,6,3,4e+05,2,1,1
7176711,1,1,1,2,26,2,6,7,385000,2,1,1
7176712,1,1,1,2,29,3,6,5,393500,3,1,1
7176713,1,1,1,1,24,5,6,5,1e+06,1,1,1
7176714,1,1,1,1,38,6,5,5,2e+06,5,1,1
7176715,1,1,1,1,33,5,5,5,7e+05,1,1,1
7176716,1,1,1,1,61,2,6,3,530000,4,1,1
7176717,1,1,1,1,20,2,5,7,433333.333333333,2,1,1
7176718,1,1,1,1,45,2,6,3,580000,4,1,1
7176719,1,1,1,1,50,2,6,5,2101666.66666667,3,1,1
7176720,1,1,1,1,27,2,6,4,4e+05,2,1,1
7176721,1,1,1,1,39,6,5,5,2510000,5,1,1
7176722,1,1,1,2,34,6,6,5,1041666.66666667,4,1,1
7176723,1,1,1,1,41,6,6,5,1948333.33333333,5,1,1
7176724,1,1,1,2,39,4,5,1,388333.333333333,5,1,1
7176726,1,1,1,2,30,4,6,3,133333.333333333,2,1,1
7176727,1,1,1,2,43,2,6,4,1013000,4,1,1
7176728,1,1,1,1,40,2,6,11,2575000,5,1,2
7176729,1,1,1,1,41,2,6,4,6e+05,1,1,NA
7176730,1,1,1,1,29,1,6,4,430000,1,1,NA
7176731,1,1,1,1,50,2,6,3,566666.666666667,2,1,NA
7176732,1,1,1,1,47,4,6,3,4e+05,1,1,NA
7176733,1,1,1,1,25,5,6,10,540000,1,1,NA
7176734,1,1,1,1,41,4,6,4,570000,1,1,NA
7176735,1,1,1,1,88,3,6,1,230000,1,1,NA
7176736,1,1,1,1,30,2,6,5,645000,4,1,1
7176737,1,1,1,1,51,2,6,5,1060000,4,1,1
7176738,1,1,1,2,69,3,6,3,223333.333333333,2,1,1
7176739,1,1,1,1,48,2,6,5,1112000,3,1,1
7176740,1,1,1,2,30,2,6,5,231666.666666667,3,1,1
7176741,1,1,1,2,50,4,6,3,320000,1,1,1
7176742,1,1,1,2,45,2,6,4,724916.666666667,6,1,1
7176743,1,1,1,1,42,2,5,5,1916400,5,1,1
7176744,1,1,1,1,54,2,6,4,830000,2,1,NA
7176745,1,1,1,2,52,4,6,3,396666.666666667,2,1,1
7176746,1,1,1,1,31,2,6,3,9e+05,3,1,1
7176747,1,1,1,2,46,4,6,4,968333.333333333,2,1,1
7176748,1,1,1,1,36,2,6,3,430000,2,1,NA
7176749,1,1,1,1,32,4,6,3,6e+05,1,1,NA
7176750,1,1,1,1,61,4,6,1,340000,1,1,NA
7176751,1,1,1,1,39,4,6,3,682500,5,1,NA
7176752,1,1,1,1,26,1,6,5,540000,2,1,NA
7176753,1,1,1,1,58,2,6,3,4e+05,2,1,NA
7176754,1,1,1,1,63,4,6,1,420000,1,1,NA
7176755,1,1,1,1,26,5,6,5,5e+05,1,1,NA
7176756,1,1,1,2,38,4,5,5,2225120.83333333,4,8,3
7176757,1,1,1,1,50,6,5,11,4300000,2,8,2
7176758,1,1,1,1,45,6,5,4,2066666.66666667,3,8,3
7176759,1,1,1,1,30,2,6,7,2607666.66666667,4,8,1
7176760,1,1,1,1,37,5,6,9,2250000,1,8,4
7176761,1,1,1,1,65,2,6,4,2994125.66666667,3,8,1
7176762,1,1,1,1,71,6,5,4,2879166.66666667,7,8,2
7176763,1,1,1,1,48,2,6,4,2227333.33333333,2,8,1
7176764,1,1,1,2,59,3,5,3,3967865.33333333,5,8,2
7176765,1,1,1,2,46,5,5,5,1054000,2,8,3
7176766,1,1,1,2,34,6,5,5,2750000,6,1,2
7176767,1,1,1,2,17,2,6,4,1450000,6,1,1
7176768,1,1,1,1,85,3,6,3,1670000,3,1,1
7176769,1,1,1,1,60,2,6,4,8e+05,5,1,1
7176771,1,1,1,2,40,4,6,13,5900000,2,1,4
7176772,1,1,1,2,39,2,6,5,0,5,1,3
7176773,1,1,1,2,35,2,6,5,3963333.33333333,4,1,2
7176773,2,1,1,2,32,2,6,5,3963333.33333333,4,1,2
7176774,1,1,1,1,64,2,6,5,3169000,6,1,3
7176775,1,1,1,2,37,2,6,9,1e+06,5,1,3
7176776,1,1,1,2,46,4,6,11,1300000,2,1,3
7176777,1,1,1,2,51,2,6,3,1355000,6,1,1
7176778,1,1,1,1,36,2,6,4,1022198,5,1,1
7176779,1,1,1,2,32,6,6,5,1979296,4,1,1
7176780,1,1,1,1,39,4,6,1,0,3,1,1
7176781,1,1,1,2,54,4,6,7,3137500,5,1,2
7176782,1,1,1,2,46,2,6,7,6e+05,4,1,2
7176783,1,1,1,2,37,4,6,5,2200198,3,1,2
7176784,1,1,1,2,54,4,6,5,708333.333333333,2,1,2
7176785,1,1,1,2,51,4,6,13,13900000,4,1,4
7176786,1,1,1,1,41,2,6,4,1266666.66666667,5,1,1
7176787,1,1,1,2,22,5,6,NA,975149,2,1,1
7176788,1,1,1,1,34,6,6,NA,11500000,1,1,5
7176789,1,1,1,1,53,4,6,11,1e+06,3,1,5
7176790,1,1,1,1,38,5,6,10,3069782.66666667,3,1,5
7176791,1,1,1,2,44,4,6,4,735000,3,1,1
7176792,1,1,1,2,25,2,6,4,710000,3,1,1
7176793,1,1,1,1,18,1,6,NA,713333.333333333,2,1,1
7176794,1,1,1,1,50,4,6,4,1350000,1,1,1
7176795,1,1,1,1,24,4,6,5,850000,1,1,1
7176796,1,1,1,2,40,4,6,4,1175000,2,1,1
7176797,1,1,1,1,24,4,6,5,1192198,1,1,1
7176798,1,1,1,1,26,2,6,5,726666.666666667,3,1,1
7176799,1,1,1,2,27,2,6,4,8e+05,5,1,1
7176800,1,1,1,2,40,4,6,3,8e+05,5,1,1
7176801,1,1,1,2,55,4,6,1,680000,1,1,1
7176802,1,1,1,1,78,6,6,5,1200000,2,1,5
7176803,1,1,1,1,60,2,6,3,1787500,4,1,1
7176804,1,1,1,1,28,2,6,7,1708873,2,1,2
7176805,1,1,1,1,33,2,6,5,3040000,4,1,2
7176806,1,1,1,1,47,6,5,4,8e+05,2,1,1
7176807,1,1,1,1,34,6,6,4,1450000,5,1,1
7176808,1,1,1,2,51,4,4,3,1235491.83333333,6,1,1
7176809,1,1,1,2,62,2,6,1,128333.333333333,2,1,1
7176810,1,1,1,2,43,2,6,3,582500,6,1,1
7176811,1,1,1,1,67,2,6,1,229166.666666667,2,1,1
7176812,1,1,1,1,26,2,6,3,496666.666666667,3,1,1
7176813,1,1,1,2,76,3,6,5,5700000,2,1,4
7176814,1,1,1,2,73,3,6,11,4780000,1,1,4
7176815,1,1,1,1,77,6,6,5,3600000,2,1,4
7176816,1,1,1,1,38,6,1,11,1025116,3,1,4
7176817,1,1,1,2,83,3,6,11,9e+06,4,1,4
7176820,1,1,1,1,54,2,6,11,97032,4,1,1
7176825,1,1,1,1,27,5,6,9,3366198.66666667,6,1,3
7176826,1,1,1,1,30,6,6,NA,2100000,4,1,2
7176828,1,1,1,1,25,6,6,7,0,3,1,2
7176829,1,1,1,1,36,2,6,11,1878166.66666667,6,1,2
7176832,1,1,1,1,46,2,6,5,872500,5,1,2
7176833,1,1,1,2,55,2,6,5,6e+05,3,1,3
7176835,1,1,1,2,20,2,6,5,0,3,1,3
7176836,1,1,1,2,60,3,6,10,2231666.66666667,4,1,2
7176839,1,1,1,2,70,4,6,4,1800000,10,1,1
7176841,1,1,1,1,20,2,6,7,150000,3,1,1
7176845,1,1,1,1,44,6,6,9,1886732,4,1,2
7176846,1,1,1,1,30,6,6,7,4063333.33333333,3,1,2
7176851,1,1,1,1,40,6,6,5,3460000,5,1,2
7176852,1,1,1,2,46,4,6,5,2100000,3,1,2
7176853,1,1,1,2,40,2,6,8,1076000,4,1,1
7176855,1,1,1,2,50,4,6,3,351666.666666667,6,1,1
7176856,1,1,1,2,39,4,6,5,184833.333333333,6,1,1
7176864,1,1,1,2,25,5,6,3,51000,2,1,9
7176865,1,1,1,1,47,6,6,3,1720000,5,1,1
7176866,1,1,1,1,72,2,5,5,1597166.66666667,4,1,9
7176867,1,1,1,2,37,2,5,5,1479000,7,1,1
7176868,1,1,1,1,47,6,6,3,3554666.66666667,5,2,3
7176869,1,1,1,1,39,6,6,7,1571000,5,2,2
7176870,1,1,1,1,52,6,6,3,1197000,3,2,2
7176871,1,1,1,1,55,2,6,3,2751333.33333333,7,3,1
7176872,1,1,1,1,66,6,6,3,1480000,3,3,2
7176873,1,1,1,1,67,2,6,5,963333.333333333,3,3,1
7176874,1,1,1,2,62,3,6,3,760000,1,3,2
7176876,1,1,1,1,29,2,6,3,705500,4,3,1
7176877,1,1,1,2,43,4,6,3,620000,2,3,1
7176878,1,1,1,2,40,3,6,3,1172750,6,3,1
7176879,1,1,1,2,38,2,6,5,1705000,4,3,2
7176880,1,1,1,2,45,3,6,3,1551000,6,3,8
7176881,1,1,1,2,62,3,6,1,116666.666666667,1,3,8
7176882,1,1,1,2,60,4,6,3,617000,4,3,8
7176883,1,1,1,1,46,2,6,3,1335000,5,3,8
7176884,1,1,1,1,45,2,6,1,6e+05,4,3,8
7176885,1,1,1,2,35,2,6,7,1067500,3,3,8
7176886,1,1,1,2,48,4,6,3,570000,3,3,8
7176887,1,1,1,1,42,2,6,1,1350000,4,3,8
7176888,1,1,1,2,27,4,6,5,6e+05,3,3,8
7176889,1,1,1,1,36,2,6,9,1090000,3,3,8
7176890,1,1,1,1,57,5,6,3,7e+05,1,3,8
7176891,1,1,1,1,28,2,6,3,1374666.66666667,4,3,8
7176892,1,1,1,1,76,2,6,3,1065000,3,3,8
7176894,1,1,1,1,39,2,6,3,1115000,4,3,8
7176895,1,1,1,1,35,2,6,3,1100000,5,3,8
7176896,1,1,1,1,49,6,6,3,2474000,5,3,8
7176898,1,1,1,1,65,6,6,3,850000,2,3,NA
7176899,1,1,1,1,18,2,6,3,940000,3,3,8
7176900,1,1,1,1,41,5,6,3,1050000,1,3,NA
7176901,1,1,1,1,55,6,6,3,1280000,4,3,8
7176902,1,1,1,1,64,3,6,3,1052500,1,3,NA
7176903,1,1,1,1,52,6,6,3,992500,5,3,1
7176905,1,1,1,1,40,2,6,3,1795000,6,3,1
7176906,1,1,1,1,53,2,6,3,1536000,5,3,1
7176907,1,1,1,2,31,4,6,4,904500,2,3,1
7176908,1,1,1,1,26,2,6,5,8e+05,3,3,1
7176913,1,1,1,1,38,2,6,3,8e+05,2,3,1
7176914,1,1,1,2,52,4,6,3,665000,2,3,1
7176915,1,1,1,1,51,5,6,3,1e+06,1,3,1
7176916,1,1,1,1,51,6,6,3,1200000,2,3,1
7176917,1,1,1,2,31,2,6,4,1e+06,6,3,1
7176918,1,1,1,2,48,4,5,3,750000,1,3,1
7176919,1,1,1,2,22,5,1,5,795500,3,3,1
7176920,1,1,1,1,30,2,6,3,624000,3,3,1
7176921,1,1,1,2,43,4,6,5,500666.666666667,2,3,1
7176922,1,1,1,2,74,4,6,3,243333.333333333,1,3,1
7176923,1,1,1,2,35,4,6,3,392000,2,3,1
7176924,1,1,1,2,40,2,6,11,951000,5,3,1
7176925,1,1,1,1,38,2,6,3,272166.666666667,6,3,1
7176926,1,1,1,1,36,5,6,5,8e+05,1,3,1
7176927,1,1,1,1,53,6,6,3,7e+05,2,3,1
7176928,1,1,1,2,74,4,6,1,201666.666666667,1,3,1
7176929,1,1,1,1,77,5,6,5,92500,1,3,1
7176930,1,1,1,2,30,5,6,3,6e+05,1,3,1
7176931,1,1,1,1,52,6,6,1,1019833.33333333,8,3,1
7176932,1,1,1,2,45,4,6,1,444166.666666667,3,3,1
7176933,1,1,1,2,40,1,6,3,450000,2,3,1
7176934,1,1,1,2,30,2,6,3,1177000,3,3,1
7176935,1,1,1,2,42,4,6,3,501000,3,3,1
7176936,1,1,1,2,43,2,6,5,435333.333333333,3,3,1
7176937,1,1,1,1,24,5,6,5,670000,1,3,1
7176938,1,1,1,1,28,6,6,3,9e+05,5,3,1
7176939,1,1,1,2,75,4,6,3,201666.666666667,1,3,1
7176940,1,1,1,2,40,4,6,3,2e+05,4,3,1
7176941,1,1,1,2,43,3,6,3,440500,3,3,1
7176942,1,1,1,2,69,4,6,1,243333.333333333,1,3,1
7176943,1,1,1,2,71,4,6,1,256166.666666667,2,3,1
7176944,1,1,1,1,76,6,6,3,950000,2,3,8
7176945,1,1,1,1,77,2,6,3,9e+05,2,3,3
7176946,1,1,1,2,34,4,6,5,856000,2,3,2
7176947,1,1,1,1,64,6,6,3,985833.333333333,7,3,1
7176948,1,1,1,1,47,6,6,3,480000,6,3,1
7176949,1,1,1,1,66,6,6,3,630000,9,3,1
7176950,1,1,1,1,38,6,1,4,450000,4,3,1
7176951,1,1,1,1,65,2,6,5,1700000,5,3,2
7176952,1,1,1,1,33,6,6,3,533333.333333333,4,3,1
7176954,1,1,1,2,62,5,6,1,1330000,4,2,4
7176955,1,1,1,1,21,5,6,NA,790166.666666667,1,2,4
7176956,1,1,1,1,21,5,6,NA,743333.333333333,1,2,4
7176956,2,1,1,1,18,5,6,NA,743333.333333333,1,2,4
7176957,1,1,1,2,78,5,6,5,2847125.66666667,2,2,4
7176958,1,1,1,1,35,2,6,11,4416666.66666667,3,2,4
7176959,1,1,1,2,45,2,6,9,2416666.66666667,2,2,4
7176960,1,1,1,2,42,4,6,5,1294148,3,2,1
7176961,1,1,1,1,20,5,6,NA,432666.666666667,1,2,3
7176962,1,1,1,2,45,4,6,5,1539648,3,2,1
7176963,1,1,1,2,90,3,6,3,2297134,2,2,3
7176978,1,1,1,1,39,5,6,5,325000,1,2,2
7176981,1,1,1,1,51,2,6,5,1205000,2,2,2
7176982,1,1,1,1,42,2,6,5,3780000,8,2,3
7176983,1,1,1,1,63,6,6,13,5732323,4,2,4
7176984,1,1,1,1,58,6,6,11,1800000,3,2,5
7176985,1,1,1,1,36,6,6,3,2813333.33333333,5,2,3
7176986,1,1,1,2,66,3,6,5,3128250,2,2,3
7176987,1,1,1,1,45,2,6,4,1194282.66666667,5,2,5
7176988,1,1,1,1,37,2,6,5,497750,3,2,1
7176989,1,1,1,1,60,6,6,3,6e+05,1,2,1
7176990,1,1,1,1,45,6,6,3,1664166.66666667,4,2,1
7176991,1,1,1,2,61,6,6,9,1500000,2,2,1
7176992,1,1,1,1,37,2,6,11,3400000,4,2,2
7176993,1,1,1,1,39,1,6,5,3040000,2,2,2
7176994,1,1,1,1,36,2,6,5,3426500,4,2,2
7176995,1,1,1,2,68,4,6,5,7e+05,1,2,2
7176996,1,1,1,1,37,6,6,7,3756000,4,2,2
7176997,1,1,1,1,52,6,6,3,1138666.66666667,3,2,2
7176998,1,1,1,1,61,6,6,4,4250000,3,2,2
7176999,1,1,1,1,33,6,6,5,2216666.66666667,4,2,2
7177000,1,1,1,1,67,4,6,3,2731333.33333333,4,2,1
7177001,1,1,1,1,70,5,6,1,940000,2,2,2
7177002,1,1,1,1,42,6,6,3,2672000,4,2,2
7177003,1,1,1,1,30,5,6,4,1230000,1,2,2
7177004,1,1,1,2,62,6,6,13,8945000,3,2,3
7177005,1,1,1,2,23,5,6,NA,880000,1,2,2
7177008,1,1,1,1,33,5,6,9,1525833.33333333,3,2,2
7177009,1,1,1,1,34,2,6,9,364666.666666667,3,2,2
7177011,1,1,1,1,37,2,6,5,1615000,5,2,2
7177013,1,1,1,1,78,2,6,3,280000,4,2,1
7177014,1,1,1,1,65,2,6,3,882916.666666667,3,2,1
7177015,1,1,1,1,54,6,6,4,955833.333333333,4,2,2
7177016,1,1,1,1,69,6,6,4,409583.333333333,2,2,2
7177017,1,1,1,1,60,6,6,13,7534798.58333333,2,2,2
7177019,1,1,1,1,59,6,6,13,6520666.66666667,1,2,2
7177020,1,1,1,2,21,5,6,NA,20833.3333333333,2,4,3
7177021,1,1,1,1,49,6,6,11,13391666.6666667,4,4,4
7177022,1,1,1,2,36,5,5,3,1797500,9,4,1
7177023,1,1,1,1,66,6,6,3,360000,2,4,1
7177024,1,1,1,1,40,1,1,3,384500,4,4,1
7177025,1,1,1,2,36,5,6,5,630000,4,4,1
7177026,1,1,1,1,59,6,1,3,58333.3333333333,3,4,0
7177027,1,1,1,1,54,4,6,5,1300000,1,4,1
7177028,1,1,1,1,30,2,6,3,755000,3,4,1
7177029,1,1,1,1,83,6,6,3,290000,2,4,1
7177030,1,1,1,1,35,2,6,11,2022000,4,4,1
7177031,1,1,1,1,41,2,6,3,525000,4,4,1
7177032,1,1,1,2,41,5,6,3,450000,3,4,1
7177033,1,1,1,1,64,6,6,3,1566666.66666667,3,4,1
7177034,1,1,1,1,43,6,6,5,997000,4,4,1
7177035,1,1,1,2,53,5,6,13,3491000,1,4,3
7177036,1,1,1,1,45,2,6,5,3451009.66666667,4,4,3
7177037,1,1,1,1,52,6,6,7,5591666.66666667,6,4,3
7177038,1,1,1,1,70,6,6,4,1750000,2,4,3
7177039,1,1,1,2,20,5,6,NA,329166.666666667,1,4,3
7177039,2,1,1,2,18,5,6,NA,329166.666666667,1,4,3
7177039,3,1,1,2,22,5,6,NA,329166.666666667,1,4,3
7177040,1,1,1,1,55,4,6,5,1691666.66666667,1,4,3
7177041,1,1,1,1,20,2,6,NA,2591666.66666667,2,4,3
7177042,1,1,1,2,56,2,6,9,2428000,2,4,3
7177045,1,1,1,1,32,5,6,13,8800000,2,4,3
7177046,1,1,1,2,37,6,6,11,5118666.66666667,5,4,4
7177047,1,1,1,1,35,6,5,5,1194166.66666667,10,4,1
7177048,1,1,1,1,43,5,5,9,1400000,1,4,1
7177049,1,1,1,1,63,6,5,3,1051666.66666667,3,4,8
7177050,1,1,1,1,34,2,5,1,815000,5,4,8
7177051,1,1,1,2,26,5,5,4,425000,3,4,8
7177052,1,1,1,1,23,5,5,3,1320000,2,4,8
7177053,1,1,1,1,42,4,5,3,530000,2,4,8
7177054,1,1,1,2,30,4,5,3,1090000,4,4,8
7177057,1,1,1,2,52,4,5,3,975000,2,4,1
7177058,1,1,1,1,61,2,5,5,2318666.66666667,2,4,1
7177059,1,1,1,1,62,4,5,4,6e+05,1,4,1
7177060,1,1,1,1,66,6,5,3,5055833.33333333,3,4,1
7177061,1,1,1,2,34,5,5,3,410000,4,4,8
7177062,1,1,1,1,40,2,5,3,993333.333333333,6,4,8
7177063,1,1,1,2,55,4,5,3,250000,1,4,8
7177064,1,1,1,1,38,2,5,3,440000,6,4,8
7177066,1,1,1,2,59,4,5,1,115000,1,4,8
7177068,1,1,1,1,66,2,5,1,473333.333333333,3,4,NA
7177069,1,1,1,1,49,5,5,4,1e+06,1,4,8
7177070,1,1,1,2,47,5,5,3,3e+05,1,4,8
7177071,1,1,1,1,47,4,5,3,610000,3,4,NA
7177072,1,1,1,1,42,2,5,3,1216666.66666667,7,4,8
7177074,1,1,1,2,51,4,1,1,70000,3,4,8
7177075,1,1,1,1,26,2,1,3,760000,5,4,8
7177076,1,1,1,1,44,2,1,4,1829333.33333333,6,4,8
7177077,1,1,1,1,29,2,1,4,630000,6,4,8
7177078,1,1,1,1,52,2,1,3,485000,7,4,8
7177079,1,1,1,2,23,2,5,3,1060000,5,4,8
7177081,1,1,1,1,30,5,5,5,7e+05,1,4,8
7177082,1,1,1,1,28,5,5,3,1050000,1,4,8
7177083,1,1,1,2,67,5,5,3,161666.666666667,1,4,8
7177084,1,1,1,1,59,2,5,1,303333.333333333,2,4,8
7177085,1,1,1,2,20,5,5,3,280000,2,4,8
7177086,1,1,1,2,52,2,5,11,6375000,2,4,1
7177087,1,1,1,1,52,6,5,3,170000,2,4,1
7177088,1,1,1,1,65,2,5,4,675000,4,4,1
7177089,1,1,1,2,49,3,5,3,1400000,4,4,1
7177090,1,1,1,2,20,4,5,3,420000,3,4,1
7177091,1,1,1,2,59,3,5,3,865000,9,4,1
7177092,1,1,1,2,32,5,5,NA,1368833.33333333,6,4,1
7177093,1,1,1,1,80,6,5,11,1400000,1,4,1
7177094,1,1,1,1,74,4,5,3,581666.666666667,1,4,1
7177095,1,1,1,2,28,5,5,11,5699333.33333333,2,4,1
7177096,1,1,1,2,57,4,5,1,1730000,8,4,1
7177097,1,1,1,1,48,3,5,3,1369333.33333333,1,4,1
7177098,1,1,1,1,70,6,5,3,1706000,2,4,1
7177099,1,1,1,1,49,2,5,3,1675000,6,4,1
7177100,1,1,1,2,61,4,5,11,2850000,2,4,1
7177101,1,1,1,1,30,5,5,11,2200666.66666667,1,4,1
7177104,1,1,1,2,39,5,5,4,1e+06,2,4,9
7177105,1,1,1,2,77,6,5,3,555000,3,4,9
7177106,1,1,1,1,92,6,5,1,1613333.33333333,2,4,9
7177107,1,1,1,1,23,1,5,5,241666.666666667,2,4,9
7177108,1,1,1,2,82,5,5,1,240000,1,4,9
7177109,1,1,1,1,50,2,5,5,1838500,3,4,9
7177110,1,1,1,2,49,5,5,3,3e+05,1,4,9
7177111,1,1,1,1,54,2,5,5,1350000,3,4,9
7177113,1,1,1,1,57,6,5,4,1100000,4,4,9
7177114,1,1,1,1,67,6,5,3,1120000,6,4,9
7177115,1,1,1,1,36,2,5,3,1094000,7,4,9
7177116,1,1,1,1,30,2,6,5,2022180,2,3,1
7177117,1,1,1,2,61,5,6,11,3e+06,1,3,4
7177118,1,1,1,2,77,3,6,4,5200000,2,3,4
7177119,1,1,1,2,76,3,6,3,1141666.66666667,1,3,4
7177120,1,1,1,2,53,4,6,3,4883333.33333333,3,3,5
7177121,1,1,1,2,74,4,6,4,1366666.66666667,2,3,5
7177122,1,1,1,1,50,6,6,10,3106962.66666667,5,3,5
7177123,1,1,1,1,49,6,6,7,5700000,4,3,4
7177124,1,1,1,1,53,6,6,9,5525000,4,3,5
7177125,1,1,1,1,34,2,6,5,501666.666666667,5,3,1
7177126,1,1,1,1,74,2,6,1,1641666.66666667,3,3,1
7177127,1,1,1,1,43,2,6,5,1379166.66666667,2,3,1
7177128,1,1,1,2,65,2,6,3,484166.666666667,2,3,1
