"P6020","P6040","P5502","P6080","P1895","P8587","I_HOGAR","CANT_PERSONAS_HOGAR","REGION","P8520S1A1"
1,42,2,5,8,5,2600365.33333333,5,1,1
1,36,6,6,8,11,825000,3,1,1
1,72,4,5,8,3,1750000,1,1,1
2,21,4,5,9,5,1150000,2,1,1
2,39,5,6,9,7,1956232,3,1,1
1,27,2,6,10,5,1350000,4,1,1
2,52,4,6,10,11,1600000,5,1,1
2,47,3,6,10,4,727083.333333333,4,1,1
1,46,6,6,8,4,1900000,1,1,1
1,30,2,6,7,6,1725148,4,1,1
1,46,2,5,8,3,9e+05,3,1,1
1,35,2,5,8,5,1500000,2,1,1
2,52,6,5,8,11,3375000,4,1,2
2,81,3,6,7,3,550000,3,1,2
1,69,6,6,10,3,363333.333333333,3,1,1
2,38,2,6,9,5,1397500,7,1,2
1,66,6,6,8,7,8133333.33333333,3,1,2
2,79,4,5,8,3,330000,4,1,2
1,52,2,6,7,5,330000,4,1,2
2,47,4,6,10,11,291666.666666667,4,1,2
1,60,6,6,10,5,8333.33333333333,3,1,2
2,33,2,6,10,5,37500,3,1,1
2,24,2,6,8,5,875000,4,1,1
2,40,6,5,8,7,930000,3,1,1
1,44,6,6,8,5,2570000,4,1,1
1,51,4,6,6,3,1500000,2,1,1
1,61,6,5,8,11,3612500,3,1,2
1,24,2,6,10,4,620000,6,1,0
1,54,6,6,8,9,3500000,5,1,2
2,64,3,5,5,1,66666.6666666667,1,1,8
2,31,2,6,8,5,724083.333333333,5,1,NA
1,29,2,6,9,4,1223949.33333333,5,1,8
2,26,4,6,5,4,109166.666666667,4,1,1
1,28,6,5,8,7,9334166.66666667,4,1,0
1,73,2,6,7,1,162500,3,1,0
2,79,3,6,8,3,929166.666666667,3,1,0
1,48,2,6,10,1,1580000,4,1,0
2,40,2,6,8,3,620500,4,1,0
2,75,4,6,10,1,2134166.66666667,3,1,1
2,54,4,5,6,1,448500,2,1,1
1,71,2,6,10,4,4475000,6,1,1
2,23,5,6,10,11,4700000,2,1,2
2,53,6,6,7,5,5137666.66666667,7,1,2
2,48,4,5,10,11,4782043,6,1,2
2,56,4,5,6,10,3130666.66666667,2,1,2
2,23,4,6,6,11,924000,3,1,2
1,32,4,6,10,3,3e+06,1,1,2
2,61,4,6,8,3,1570000,2,1,2
1,74,3,6,10,4,4204333.33333333,1,1,2
1,70,6,6,10,13,7521666.66666667,3,1,2
1,58,2,5,0,4,7e+05,4,1,2
1,54,2,1,8,1,946500,9,1,NA
1,47,2,6,10,1,660000,2,1,NA
2,31,2,1,8,5,419000,5,1,NA
2,40,4,1,10,4,381666.666666667,6,1,NA
1,38,2,1,8,NA,2675083.33333333,4,1,NA
2,28,4,1,8,5,360000,3,1,NA
1,50,2,1,10,4,1554000,7,1,NA
1,60,2,1,10,3,838333.333333333,7,1,8
1,60,2,1,8,1,1160000,7,1,NA
2,33,4,1,9,3,348333.333333333,2,1,NA
1,35,5,1,9,5,1046666.66666667,3,1,NA
2,87,3,1,8,1,458333.333333333,3,1,NA
2,21,1,1,7,5,247500,5,1,1
1,48,2,1,9,1,2271333.33333333,9,1,0
2,55,2,1,6,1,541666.666666667,5,1,1
1,24,2,1,6,5,643333.333333333,4,1,1
2,84,3,1,10,1,9e+05,2,1,1
2,50,3,1,8,1,82500,1,1,1
1,34,1,1,10,3,1524635.33333333,2,1,1
1,33,2,1,10,7,1770000,2,1,1
2,41,2,1,8,1,1220833.33333333,5,1,1
1,67,2,1,6,1,553333.333333333,4,1,1
2,67,4,1,10,3,1800000,13,1,1
2,30,4,1,8,5,258000,2,1,1
2,44,2,1,10,4,2365000,4,1,1
2,50,2,1,9,1,1417883.33333333,5,1,1
1,61,2,1,10,4,1601666.66666667,4,1,1
1,58,2,1,9,3,750000,3,1,0
2,24,4,1,8,5,1398200,3,1,1
1,45,6,1,7,5,2585000,3,1,1
2,28,4,1,9,NA,829500,5,1,1
2,28,4,1,8,3,580000,5,1,1
2,23,2,1,10,5,1452500,2,1,1
1,30,2,1,8,5,624166.666666667,4,1,1
2,26,2,1,10,NA,633333.333333333,1,1,1
2,76,3,1,5,1,441666.666666667,2,1,1
1,75,4,1,9,3,1182500,6,1,1
1,29,1,1,10,4,690000,2,1,1
1,43,2,1,9,3,429166.666666667,6,1,0
2,75,2,1,9,1,385000,2,1,1
2,55,2,1,8,1,245000,3,1,1
1,47,5,1,8,1,350000,2,1,0
1,33,1,1,8,5,175000,1,1,1
1,32,2,1,10,4,7e+05,3,1,1
1,73,3,1,8,3,40000,2,1,0
2,52,2,1,8,3,1465116,5,1,1
2,40,2,1,8,3,830000,2,1,0
2,51,4,1,10,4,170000,2,1,1
1,58,5,6,8,4,6e+05,1,8,1
1,48,2,6,8,4,1683333.33333333,2,8,2
2,59,6,3,10,13,12733333,4,8,2
1,60,6,5,9,11,1.8e+07,2,8,5
1,53,2,5,9,5,3751488.16666667,7,8,1
2,53,5,3,9,5,1348000,2,8,2
2,54,4,3,9,5,1551166.66666667,2,8,2
1,55,2,3,9,5,3823000,3,8,2
1,42,5,3,9,5,1684666.66666667,1,8,2
1,39,6,6,8,7,2250000,2,8,2
2,30,5,5,10,5,2048000,3,8,2
2,58,5,6,10,7,5488351.33333333,3,8,3
1,56,6,3,10,13,2.4e+07,4,8,4
1,40,6,6,10,4,2788833.33333333,5,8,1
1,37,2,6,10,5,1994000,2,8,1
1,34,2,6,8,7,3455199.33333333,4,8,1
1,48,6,5,8,3,1e+06,6,8,1
1,54,2,6,8,3,6294000,4,8,1
2,21,2,6,5,5,0,3,8,1
2,32,5,5,8,11,1500000,2,8,2
2,25,5,3,9,11,2600000,2,8,3
1,55,4,6,8,3,3210002.83333333,3,8,1
1,57,6,4,9,11,11100000,3,8,3
1,75,1,6,4,1,4459282.66666667,6,8,1
2,40,5,6,2,3,2450000,4,8,1
1,61,4,4,8,5,3210000,5,8,2
2,40,2,3,10,5,4269666.66666667,5,8,2
1,50,2,6,10,4,2662000,3,8,1
1,53,5,6,3,4,3422500,4,8,1
1,52,4,6,7,5,3085333.33333333,2,8,2
1,54,2,6,8,4,3083333.33333333,2,8,2
2,62,3,6,8,3,1875000,2,8,2
1,63,6,6,10,7,5694100,4,8,3
2,61,4,3,8,5,2591666.66666667,2,8,3
1,56,2,3,8,11,4014166.66666667,2,8,3
1,57,5,6,10,3,1400000,1,8,3
1,51,6,6,10,3,2250000,4,8,3
1,52,2,6,8,3,2511916.66666667,2,8,1
1,44,4,3,9,4,2405333.33333333,1,8,2
1,22,5,5,8,5,1135666.66666667,1,8,2
2,50,4,3,9,11,4400000,1,8,3
2,38,5,6,8,9,2675000,2,8,2
2,61,5,6,10,3,1950833.33333333,2,8,2
2,59,5,3,7,3,1175166,1,8,1
1,25,2,5,9,5,1005000,3,8,1
1,39,2,6,9,7,3026370.66666667,4,8,2
1,56,6,6,10,11,3824166.66666667,3,8,3
1,48,5,6,10,7,2541666.66666667,1,8,2
2,71,3,6,10,3,1063185.33333333,3,8,2
1,43,6,6,9,5,1825166,2,8,2
2,39,5,6,10,7,2371000,4,8,1
2,77,3,6,10,1,21647500,4,8,3
1,37,4,4,6,7,2058333.33333333,1,8,2
1,29,5,3,8,11,4808333.33333333,1,8,2
2,35,6,6,10,9,2218166.66666667,4,8,3
1,38,2,5,9,7,2e+06,3,8,1
1,61,2,5,10,7,3266666.66666667,3,8,2
2,31,6,4,8,11,4950000,2,8,2
1,38,6,3,9,7,2533075.33333333,4,8,2
1,52,6,3,10,5,5399272,5,8,2
1,37,2,5,10,5,2472796,6,8,1
1,38,4,3,10,5,9e+05,1,8,3
1,42,2,5,9,5,6931666.66666667,5,8,2
1,40,2,6,7,3,1363666.66666667,2,8,1
1,50,2,3,8,5,1870833.33333333,2,8,1
1,51,2,5,9,5,2409833.33333333,4,8,1
1,40,2,6,10,4,2607333.33333333,4,8,1
1,34,5,5,9,5,9e+05,1,8,2
1,56,2,5,10,3,1432000,3,8,1
1,52,2,5,10,11,5220833.33333333,3,8,2
2,32,5,3,8,7,3300000,3,8,2
2,61,4,5,10,5,2361166.66666667,4,8,2
2,66,3,6,8,13,10993333.3333333,4,1,4
1,65,6,6,9,3,4800000,5,1,3
2,51,4,6,1,3,1300000,3,1,1
2,54,4,5,8,3,2100000,2,1,1
2,31,4,6,6,5,578166.666666667,3,1,1
1,38,6,6,10,11,5900000,3,1,4
2,50,6,6,9,11,0,1,1,3
1,36,5,6,10,13,2.5e+07,1,1,3
2,33,2,6,8,1,615000,5,1,0
2,40,2,6,9,1,595000,4,1,0
1,56,2,6,6,4,430000,4,1,0
2,30,2,6,8,5,2100000,6,1,1
1,49,2,6,1,4,964166.666666667,5,1,0
2,33,4,6,8,5,1114000,4,1,0
2,24,4,6,5,5,150000,4,1,0
2,26,2,6,10,5,1630000,4,1,1
1,43,2,6,8,3,5e+05,2,1,0
1,23,1,6,10,6,1280000,3,1,0
1,43,2,5,5,7,1388333.33333333,7,1,1
1,65,6,6,10,3,1568333.33333333,4,1,1
2,32,2,6,10,7,920000,5,1,1
1,45,2,5,10,3,1129500,7,1,1
1,79,3,6,5,3,110000,1,1,0
2,52,4,6,10,11,2386250,2,1,1
2,46,2,6,10,4,2833050.16666667,7,1,1
2,42,2,6,10,5,778333.333333333,7,1,1
1,45,2,6,8,3,1532000,8,1,1
2,61,5,6,8,4,230000,1,1,1
2,38,2,6,10,4,1176666.66666667,4,1,1
1,40,6,6,8,5,2e+05,4,1,1
1,65,2,1,6,3,896666.666666667,7,1,1
1,57,2,6,8,1,1320000,5,1,2
2,70,3,6,10,4,3e+05,6,1,1
1,59,4,6,10,3,1150000,1,1,1
1,41,6,6,7,3,2450000,6,1,1
1,49,6,6,8,3,1e+06,9,1,1
1,27,2,6,7,5,1028116,2,1,1
1,55,6,6,5,4,934166.666666667,2,1,1
2,41,5,6,5,4,934166.666666667,2,1,1
1,25,1,6,4,5,934166.666666667,2,1,1
1,25,2,6,3,5,934166.666666667,2,1,1
2,36,2,6,6,4,934166.666666667,2,1,1
1,34,2,6,7,11,1340000,5,1,2
1,32,6,6,9,7,1600000,5,1,1
2,45,2,6,8,1,3500000,16,1,1
1,30,2,6,8,5,0,2,1,2
1,44,2,6,7,4,2628116,6,1,1
1,39,5,5,10,4,350000,3,1,1
1,63,6,6,8,3,1190000,2,1,1
2,71,5,5,10,1,270000,5,1,1
1,49,2,6,7,5,625000,3,1,1
1,57,2,6,10,9,3516666.66666667,2,1,1
2,79,3,6,8,3,306666.666666667,2,1,1
1,68,3,5,9,1,120000,1,1,1
2,60,4,5,10,3,395000,2,1,1
1,38,4,6,7,3,9e+05,1,1,1
2,41,5,6,10,NA,1075000,2,1,1
2,69,3,5,9,3,250000,1,1,1
2,74,3,5,10,3,933333.333333333,2,1,2
1,83,6,6,7,1,1383333.33333333,2,1,1
2,73,6,6,9,5,12050833.3333333,2,1,2
2,86,3,6,6,1,328333.333333333,1,1,1
2,86,4,5,10,1,4e+05,3,1,1
1,49,4,5,10,5,750000,1,1,1
2,42,4,6,7,6,760000,2,1,1
2,58,3,6,8,5,1100000,2,1,2
1,27,6,6,10,NA,1350000,4,1,2
1,34,2,5,5,11,3483000,4,1,2
1,72,6,6,9,11,0,2,1,2
1,47,2,6,10,7,1775000,4,1,2
1,36,2,6,9,10,2154166.66666667,4,1,2
1,40,6,6,9,7,2950000,4,1,2
2,72,3,5,10,3,103333.333333333,1,1,2
2,33,4,6,9,7,11200000,2,1,2
1,37,2,5,10,11,1584000,4,1,2
1,52,6,6,8,5,1914666.66666667,2,1,1
1,42,2,1,9,5,3070000,4,1,1
2,55,5,5,10,1,580000,4,1,1
1,31,2,6,8,7,4256666.66666667,2,1,1
1,31,2,5,10,3,1350000,5,1,0
2,47,2,6,9,3,1895000,5,1,1
1,52,4,6,8,4,2e+05,2,1,1
1,26,2,5,8,1,20795000,3,1,1
2,48,2,6,9,1,2788333.33333333,4,1,1
2,39,2,6,7,5,1021666.66666667,5,1,1
1,41,2,6,8,3,1500000,5,1,1
1,56,2,5,9,7,1445833.33333333,4,1,1
2,37,2,6,8,3,1144000,4,1,1
2,38,5,5,10,3,183333.333333333,5,1,1
1,21,5,6,10,7,3e+05,1,1,1
2,31,4,6,9,5,1057500,7,1,1
1,49,6,6,8,NA,5860000,5,1,1
1,57,2,5,8,4,1909000,2,1,1
1,29,2,6,10,10,750000,2,1,1
2,39,2,6,10,9,1305000,4,1,1
2,48,6,6,10,5,4857581.33333333,5,1,1
1,30,2,5,8,11,1841666.66666667,3,1,2
2,59,6,6,10,5,6e+05,2,1,1
1,37,5,5,8,3,2150000,1,1,1
1,49,6,5,9,3,1270166.66666667,3,1,1
1,64,6,5,10,5,1985100,4,1,1
1,29,4,6,10,5,1068000,2,1,1
2,30,5,5,10,5,195000,2,1,1
1,42,4,5,10,3,4650000,2,1,1
1,77,6,6,7,3,725000,3,1,1
1,72,3,6,8,3,216666.666666667,1,1,1
1,28,2,6,10,3,520000,3,1,1
1,60,6,5,10,7,2456666.66666667,2,1,1
1,58,2,6,8,5,2335500,7,1,1
2,44,2,5,8,11,3968333.33333333,5,1,1
2,22,5,5,10,NA,706666.666666667,1,1,1
1,67,6,6,10,3,3806666.66666667,7,1,1
2,50,3,6,8,4,785000,2,1,1
1,60,6,6,8,11,6511666.66666667,6,1,2
1,39,2,6,10,5,1466666.66666667,4,1,2
2,77,3,6,10,4,250000,2,1,1
2,33,2,6,7,7,1083000,4,1,1
1,65,6,6,10,3,335000,5,1,1
1,28,2,6,7,5,1061000,5,1,1
2,67,4,6,10,1,218333.333333333,1,1,1
1,40,2,5,7,5,426666.666666667,5,1,1
2,52,2,5,4,7,2800000,6,1,1
2,46,2,6,10,3,1808500,5,1,1
1,68,2,6,8,1,866666.666666667,4,1,1
1,38,2,6,5,4,1200000,6,1,1
2,26,5,6,7,5,870000,3,1,1
1,47,6,6,8,5,1223000,6,1,1
1,58,2,6,10,1,826000,7,1,1
2,79,3,6,6,3,811666.666666667,3,1,1
1,66,4,5,8,1,750000,1,1,1
2,45,2,6,8,4,450833.333333333,4,1,1
2,45,4,6,6,3,1545000,4,1,1
2,58,2,6,10,1,1022500,3,1,1
1,72,6,5,3,1,212500,4,1,1
1,34,2,6,8,5,1406666.66666667,4,1,1
2,33,3,6,6,NA,619833.333333333,4,1,1
2,47,3,1,8,1,206666.666666667,5,1,1
1,64,4,5,9,3,240000,1,1,1
2,39,2,6,10,1,587500,6,1,1
1,41,2,5,8,5,606666.666666667,9,1,1
1,69,5,6,9,3,580000,2,1,1
1,34,2,6,8,3,940000,5,1,1
1,50,6,6,10,5,2012500,3,1,1
1,34,2,6,8,4,460000,4,1,1
1,74,4,6,10,5,4e+05,1,1,1
1,47,6,6,7,5,1e+06,4,1,1
2,47,4,5,10,1,942500,8,1,2
1,89,6,6,8,5,1344666.66666667,6,1,1
1,57,4,6,10,4,425000,3,1,2
2,49,4,6,8,3,685000,9,1,1
2,65,2,6,8,1,424166.666666667,10,1,1
1,29,2,6,10,4,1281333.33333333,5,1,1
2,90,4,6,10,3,168333.333333333,1,1,1
1,52,2,6,8,13,3491666.66666667,2,1,2
2,35,4,6,1,5,30000,4,1,1
2,53,4,6,10,1,145833.333333333,2,1,1
2,27,4,6,7,5,145000,3,1,1
1,23,2,5,10,3,40000,4,1,NA
2,51,2,5,9,4,181666.666666667,5,1,NA
2,40,3,1,8,4,1276666.66666667,8,1,NA
1,46,6,6,8,4,45000,3,1,NA
2,57,3,5,9,3,1285000,4,1,NA
1,18,2,6,8,4,5e+05,3,1,NA
1,41,5,5,9,5,3e+05,1,1,NA
1,22,2,5,10,5,8e+05,3,1,NA
1,46,2,6,10,3,6221666.66666667,4,1,1
1,50,2,6,8,3,90000,5,1,NA
1,24,2,6,10,5,986166.666666667,3,1,1
1,35,2,6,7,3,810000,5,1,1
1,52,2,6,9,1,1157500,3,1,NA
1,20,2,5,9,3,1e+06,4,1,NA
1,46,2,5,9,3,920000,6,1,9
1,23,2,5,10,5,483333.333333333,3,1,1
1,67,5,6,7,1,525000,1,1,NA
1,34,2,6,8,4,1160000,4,1,1
1,35,2,5,8,5,1035000,5,1,1
1,42,2,6,8,4,1097500,8,1,1
1,74,2,5,9,1,210000,2,1,0
1,72,4,6,5,1,116416.666666667,1,1,1
2,18,2,5,8,4,585000,3,1,1
1,27,6,6,8,4,1218000,3,1,1
2,45,2,5,10,5,5e+05,2,1,1
1,50,2,6,7,3,4e+05,3,1,1
2,21,4,6,10,5,50833.3333333333,2,1,1
1,34,2,5,9,5,1185000,5,1,1
2,21,2,6,5,7,150000,2,1,0
1,69,6,6,8,11,2e+06,2,5,5
1,40,6,6,10,7,8126333.33333333,5,5,4
1,24,2,6,5,5,5531666.66666667,5,5,2
2,52,4,6,8,9,3033333.33333333,2,5,3
1,73,2,6,5,5,3528116,3,5,3
1,49,6,6,10,9,17720000,3,5,3
1,41,6,6,10,4,3726000,5,5,3
1,62,6,6,8,11,32030000,3,5,3
1,68,4,6,10,5,1541666.66666667,1,5,2
2,39,6,6,8,9,2944000,4,5,3
1,59,2,6,4,7,1800000,4,5,3
1,41,5,6,8,13,5966666.66666667,1,5,3
2,50,5,6,10,3,9500000,6,5,2
1,35,2,6,8,5,1070000,4,5,2
1,27,2,6,7,5,1506666.66666667,3,5,2
1,33,2,6,10,7,1800000,4,5,2
1,49,2,6,8,4,1300000,4,5,3
2,54,4,6,9,9,6694666.66666667,3,5,1
2,61,5,6,10,13,8100000,2,5,4
1,62,6,6,10,9,13036916.6666667,3,5,4
2,55,6,6,8,NA,7242500,4,5,4
1,72,6,6,9,10,9e+06,2,5,4
1,75,3,6,9,13,19908333.3333333,2,5,4
1,44,2,6,10,13,10896666.6666667,4,5,4
2,60,4,6,9,9,23250000,2,5,4
1,73,6,6,9,7,7100000,1,5,4
1,59,6,6,6,3,5150000,4,5,4
1,34,6,6,8,11,5533333.33333333,4,5,4
1,65,6,6,10,11,3150333.33333333,2,5,4
1,35,6,6,9,11,4265000,4,5,4
1,35,6,6,9,11,11666666.6666667,2,5,4
1,34,6,6,8,13,4283333.33333333,3,5,4
2,32,6,6,8,11,5691666.66666667,2,5,4
1,39,6,6,10,11,5058333.33333333,3,5,4
1,24,1,6,8,7,4157000,4,5,4
1,79,6,6,7,5,6716666.66666667,2,5,4
1,77,6,6,9,7,3700000,2,5,4
1,53,5,6,8,13,7676666.66666667,1,5,4
1,65,5,6,10,5,1226666.66666667,1,5,4
2,69,5,6,8,7,3936666.66666667,3,5,4
1,36,6,6,9,13,18083333.3333333,2,5,6
1,58,6,6,10,13,10300000,1,5,5
1,53,4,6,8,5,1e+06,4,5,2
2,55,4,6,7,9,8942916.66666667,4,5,4
1,63,6,6,8,3,458333.333333333,2,5,2
1,28,2,6,10,9,1628116,2,5,2
2,25,2,6,10,11,6e+05,2,5,2
1,78,6,6,8,3,1028000,2,5,2
1,50,6,6,9,11,3400000,3,5,4
1,40,6,6,9,9,9e+06,4,5,4
1,62,6,6,6,11,22500000,2,5,4
1,38,2,6,8,3,945000,4,5,2
2,59,4,6,8,5,2583333.33333333,1,5,2
1,35,2,6,5,4,495000,4,2,1
2,48,5,6,7,5,208333.333333333,1,2,1
1,75,6,6,9,3,0,2,2,0
1,79,3,6,9,3,2e+05,1,2,1
2,54,3,6,6,3,860000,4,2,1
1,67,4,6,6,3,310000,1,2,1
2,62,5,6,10,3,22500,2,2,1
1,67,6,6,8,3,450000,1,2,1
2,36,4,6,10,5,1265000,4,2,1
2,39,4,6,6,5,856000,3,2,1
2,68,3,6,9,3,411666.666666667,1,2,1
1,60,2,6,5,3,2e+05,2,2,1
1,28,2,6,9,5,1989000,4,2,2
2,50,3,6,8,3,360000,2,2,1
1,28,2,6,10,4,1470000,5,2,1
2,69,4,6,6,3,6e+05,1,2,1
1,36,2,6,6,3,420000,2,2,1
2,34,4,6,8,7,1582000,3,2,1
1,54,6,6,6,9,4700000,1,2,1
1,36,2,6,8,5,1408333.33333333,4,2,1
2,76,3,6,10,3,375000,1,2,1
1,56,5,6,8,3,230000,1,2,1
1,63,6,6,10,3,341666.666666667,3,2,0
1,69,6,6,9,3,322900,2,2,1
1,19,1,6,10,5,1010000,3,2,0
1,76,6,6,9,3,5e+05,2,2,1
1,30,2,6,10,3,280000,2,2,1
1,19,5,6,8,5,216666.666666667,1,2,1
2,78,3,6,10,4,275000,1,2,3
1,65,6,6,7,3,2146000,6,2,1
2,91,3,6,4,3,416666.666666667,2,2,2
1,39,6,6,8,3,1280000,6,2,2
1,47,6,6,8,3,1250000,2,2,2
1,36,6,6,7,3,8e+05,4,2,2
1,43,6,6,3,3,1165000,4,2,2
2,51,3,6,9,3,1430000,3,2,1
1,40,6,6,8,3,1744166.66666667,9,2,1
1,30,2,6,7,3,215000,5,2,1
1,79,6,6,10,3,270000,2,2,1
1,76,6,6,6,3,145000,2,2,2
1,41,4,6,8,5,2850000,3,2,1
2,67,3,6,8,3,941666.666666667,2,2,1
1,29,2,6,6,1,729500,6,2,0
1,58,5,6,8,3,350000,1,2,0
1,43,6,6,9,3,533333.333333333,3,2,1
1,60,2,6,10,3,450000,1,2,1
1,49,6,6,7,3,2977000,5,2,9
1,56,6,6,9,5,3670000,3,2,2
1,35,1,6,8,3,3478000,4,2,2
1,38,2,6,10,7,3417666.66666667,4,2,2
1,60,6,6,6,4,1900000,2,2,2
2,45,4,6,9,11,5e+05,3,2,2
2,38,4,6,10,5,2111250,3,2,2
1,26,5,6,8,11,3115500,2,2,2
2,40,4,6,8,5,3456666.66666667,4,2,2
2,66,3,6,5,4,8e+05,1,2,2
2,28,2,6,10,7,850000,2,2,3
2,49,2,6,10,3,1920000,5,2,1
1,63,4,6,10,7,9e+05,3,2,1
1,58,4,6,8,3,1099166.66666667,1,2,1
2,30,4,6,5,5,3057833.33333333,8,2,1
2,55,6,6,10,3,854166.666666667,3,2,1
2,19,2,6,10,4,1720000,3,2,1
1,67,6,6,8,3,860000,7,2,1
2,65,2,6,3,13,4083333.33333333,3,2,3
2,58,2,1,7,3,230000,3,2,1
2,42,4,6,10,3,1299000,1,2,1
1,42,2,6,10,5,1072500,5,2,1
2,79,2,6,10,1,850000,2,2,3
2,58,2,6,4,3,1049166.66666667,1,2,3
1,34,2,6,10,4,1761666.66666667,3,2,2
1,69,5,6,10,3,1611666.66666667,4,2,2
2,55,6,6,10,5,2245666.66666667,5,2,2
1,61,6,6,10,4,9e+05,3,2,2
1,65,2,6,7,3,722500,2,2,1
2,40,2,6,8,7,810000,3,2,2
2,86,6,6,7,3,758333.333333333,2,2,2
2,60,5,6,8,3,250000,1,2,2
2,80,3,6,8,3,421666.666666667,1,2,2
2,70,3,6,9,3,1925000,1,2,2
2,78,3,6,8,5,391666.666666667,1,2,2
2,51,5,6,2,5,308333.333333333,1,2,2
1,32,2,6,8,13,11916666.6666667,2,2,2
1,53,6,6,4,5,1700000,2,2,3
2,62,3,6,7,5,4847666.66666667,4,2,3
1,85,6,6,8,4,566666.666666667,4,2,3
2,74,3,6,8,3,2025000,2,2,3
2,43,5,6,5,3,1824782.66666667,3,2,3
1,53,2,6,8,3,1394782.66666667,3,2,3
1,53,6,6,8,4,2018333.33333333,5,2,3
2,45,3,6,7,11,3233000,3,2,3
1,66,6,6,7,11,9733333.33333333,1,2,3
2,23,5,6,5,5,572500,3,2,2
2,42,2,6,5,3,615000,4,2,2
1,24,2,6,5,5,7e+05,3,2,2
2,27,5,6,10,NA,1500000,3,2,2
2,53,5,6,9,11,220833.333333333,1,2,2
2,71,3,6,9,3,4e+05,1,2,2
1,61,5,6,8,3,283333.333333333,1,2,2
2,62,3,6,9,3,2700000,2,2,2
2,72,4,6,8,3,282500,1,2,2
2,79,3,6,8,5,12500,1,2,2
2,21,5,6,10,5,736666.666666667,2,2,2
1,47,2,6,8,5,550000,3,2,2
1,38,4,6,3,3,928333.333333333,2,2,2
1,73,6,6,8,3,280000,2,2,2
1,53,5,6,7,5,180000,1,2,2
1,39,4,6,9,5,2200000,2,3,1
1,47,6,6,8,3,1501666.66666667,3,3,1
2,52,2,6,8,13,5100000,3,3,3
1,32,6,6,8,13,3810500,2,3,2
1,59,2,6,7,3,2331666.66666667,2,3,1
1,34,4,6,8,3,1137500,1,3,1
1,54,2,6,8,5,3270000,4,3,1
1,40,6,6,8,5,2600000,5,3,2
1,67,6,6,8,3,7e+05,2,3,2
1,64,4,6,8,9,4240222,6,3,1
2,65,4,6,9,5,2629314.66666667,7,3,1
1,62,6,6,9,5,4900000,5,3,2
2,47,4,6,7,3,9e+05,1,3,1
1,77,3,6,7,3,880000,1,3,1
1,33,2,6,8,5,1450000,3,3,1
1,56,6,6,8,3,4627500,4,3,1
1,32,2,6,8,5,6431833.33333333,4,3,1
1,30,2,6,8,5,2633500,4,3,1
1,32,2,6,9,NA,1071106.33333333,2,3,2
1,37,4,6,9,5,1200000,1,3,2
1,32,2,6,9,NA,3143333.33333333,3,3,2
2,57,4,6,7,3,950000,1,3,2
1,57,2,6,8,5,828116,2,3,2
1,61,5,6,7,11,2300000,1,3,1
1,23,5,6,8,5,9e+05,2,3,1
2,80,3,6,9,3,195000,1,3,1
1,57,6,6,7,4,1121616,5,3,1
1,66,6,6,6,3,383333.333333333,2,3,1
2,47,3,6,9,3,812500,2,3,1
2,84,3,6,9,1,1050666.66666667,5,3,1
1,25,2,6,8,4,889500,4,3,1
1,86,6,6,9,3,459166.666666667,2,3,1
2,50,6,6,8,13,1700000,2,3,2
1,47,2,6,9,3,1004666.66666667,3,3,1
1,78,5,6,8,3,506666.666666667,1,3,1
2,29,5,6,6,3,263333.333333333,3,3,1
2,21,2,6,8,5,985000,4,3,1
1,39,2,6,9,5,635000,3,3,1
1,38,2,6,9,13,4150000,2,3,3
2,53,5,6,5,5,846666.666666667,2,3,1
1,52,6,6,6,4,1866666.66666667,5,3,1
1,53,4,6,7,5,1078000,1,3,1
2,40,4,6,6,3,633333.333333333,2,3,1
1,50,2,6,10,4,730000,4,3,1
1,66,6,6,6,3,2355232,7,3,1
2,45,2,6,9,3,5e+05,2,3,1
1,36,6,6,8,NA,2623000,4,3,3
1,58,2,6,9,11,1e+07,3,3,3
1,36,5,6,8,5,1128116,1,3,1
2,42,5,6,8,4,950000,1,3,3
1,39,6,6,9,5,755500,4,3,1
2,52,2,6,9,1,1035000,3,3,1
1,29,5,6,9,3,1360000,2,3,1
1,67,4,6,7,1,1040000,1,3,1
1,62,6,6,8,3,2376666.66666667,3,3,1
1,37,2,6,9,1,902250,4,3,1
1,78,6,6,9,1,970000,3,3,1
1,76,6,6,9,3,740000,2,3,1
2,50,4,6,8,4,2e+05,1,3,1
1,28,2,6,5,7,280000,3,3,NA
2,20,4,6,9,5,2e+05,2,3,1
1,41,6,6,7,1,986250,3,3,1
1,19,2,6,8,5,693333.333333333,2,3,1
1,70,6,6,10,3,2340000,2,3,1
1,49,6,6,9,3,761000,5,3,0
2,47,4,6,8,3,376000,3,3,NA
1,40,2,6,8,5,1065000,4,3,1
1,87,6,6,8,1,530000,2,3,1
1,57,6,6,9,3,658333.333333333,2,3,1
1,34,2,6,9,3,572000,5,4,1
1,42,2,6,10,3,1337000,5,4,1
1,55,2,6,8,3,1200000,2,4,1
1,63,6,6,10,3,930000,3,4,1
1,36,2,6,10,NA,891666.666666667,3,4,1
1,64,2,6,8,3,1083333.33333333,3,4,1
1,35,2,6,8,3,650000,4,4,1
1,74,6,6,9,3,490000,2,4,1
2,42,2,6,9,5,1688333.33333333,3,4,1
2,53,3,6,8,1,765000,2,4,1
2,21,2,5,9,7,1852333.33333333,3,4,1
1,30,2,5,9,11,2350000,3,4,1
1,25,2,6,9,4,551666.666666667,4,4,1
1,24,2,6,10,5,758333.333333333,3,4,0
