"P6020","P6040","P5502","P6080","P1895","P8587","I_HOGAR","CANT_PERSONAS_HOGAR","REGION","P8520S1A1"
2,28,5,6,8,11,4611666.66666667,4,5,2
1,53,2,6,9,3,4700000,5,5,2
1,65,6,6,10,3,20025000,2,5,3
2,70,5,6,4,3,1040200,1,5,2
1,30,2,6,9,5,2195241.66666667,5,5,1
2,28,5,6,6,NA,2408333.33333333,1,5,6
1,48,6,6,10,5,13354166.6666667,4,5,4
2,39,2,6,10,7,2730000,3,5,2
2,45,6,6,10,11,3200000,4,5,3
1,52,2,6,9,7,2689000,8,5,3
1,32,2,6,10,11,2604000,9,5,2
2,60,6,6,9,11,6033333.33333333,3,5,3
1,78,5,6,10,11,10900000,1,5,3
1,44,2,6,10,5,1587500,5,5,3
1,65,5,6,7,3,3e+05,1,5,3
2,38,4,6,7,13,24640500,3,5,6
2,48,4,6,8,NA,4200000,3,5,3
1,70,6,6,0,4,1861449.33333333,2,5,2
2,40,4,6,10,5,1620000,4,5,2
1,53,5,6,8,7,5605000,3,5,3
1,53,2,6,9,4,2350000,4,5,3
1,59,5,6,6,3,828000,1,5,2
1,38,6,6,10,13,15900000,3,5,4
1,74,6,6,8,10,3963792.33333333,2,5,3
2,42,5,6,9,13,19733333.3333333,1,5,5
1,48,6,6,7,13,10866000,4,5,4
2,25,5,6,10,NA,507500,1,5,4
1,35,6,6,7,11,1.1e+07,2,5,5
1,49,6,6,8,10,25500000,4,5,6
1,53,2,6,10,3,7855616,10,5,2
1,28,2,6,8,5,1975333.33333333,7,5,2
1,57,2,6,6,4,2025148,5,5,2
2,27,2,6,6,5,2025148,5,5,2
2,32,5,6,5,7,75000,3,5,3
1,91,3,6,7,3,2085550,2,5,3
2,45,4,6,10,11,22350000,4,5,6
1,33,1,6,7,13,2473333.33333333,3,5,2
1,56,5,6,7,5,5155666.66666667,4,5,3
2,46,2,6,7,5,5405000,4,5,1
1,39,2,6,7,5,2020000,3,5,3
1,61,6,6,10,5,4638000,2,5,4
1,24,5,6,6,NA,0,1,5,3
1,26,5,6,10,5,0,1,5,3
1,79,5,6,10,3,0,1,5,3
2,25,2,6,6,NA,580333.333333333,3,5,2
2,53,5,6,6,7,3618666.66666667,4,5,2
1,64,6,6,8,10,7967200,3,5,3
1,38,2,6,7,4,1710000,4,5,1
1,40,6,6,10,13,11700000,3,5,4
1,64,6,6,9,13,1e+06,3,5,6
1,39,2,6,8,11,1525148,4,5,3
2,68,3,6,7,7,3181000,7,5,2
2,50,2,6,10,4,2397000,4,5,2
2,62,3,6,10,3,3758333.33333333,2,5,3
1,28,2,6,6,5,958000,3,5,2
2,47,2,5,10,4,2652500,4,5,2
2,55,3,6,8,7,2808333.33333333,4,5,4
2,74,4,6,10,7,2e+06,1,5,4
2,22,2,6,8,7,775000,3,5,2
2,62,6,6,9,5,6042833.33333333,3,5,3
2,64,4,6,9,6,1350000,1,5,2
2,37,2,6,10,5,1345000,5,5,2
1,36,2,6,8,4,1756232,5,5,2
2,77,3,6,2,7,3e+05,2,5,2
1,62,6,6,10,5,8847500,4,5,3
1,80,6,6,8,3,3666666.66666667,2,5,4
2,38,6,6,9,NA,10495666.6666667,2,5,4
2,73,3,6,9,5,19183333.3333333,2,5,3
1,49,6,6,10,13,49235792.3333333,5,5,6
2,81,3,6,8,4,1650000,1,5,4
2,63,5,6,10,13,2697125.66666667,1,5,4
1,41,6,6,7,5,0,4,5,4
1,35,5,6,10,13,8877000,3,5,3
2,28,4,6,5,3,1190000,5,2,2
1,22,2,6,9,4,1120500,3,2,1
1,70,4,6,10,11,3100000,2,3,3
1,60,2,6,9,1,580000,8,3,2
1,45,2,6,5,3,740000,5,3,1
1,71,6,6,7,5,2828000,2,3,2
1,69,6,6,8,1,1560000,2,3,2
2,79,3,6,10,3,1381666.66666667,4,3,2
2,35,2,6,9,5,2178116,4,3,2
1,32,6,6,10,4,1884000,6,3,1
2,29,2,6,8,5,250000,4,2,3
2,28,2,6,8,11,250000,4,2,3
1,34,6,6,8,11,3541666.66666667,4,2,3
1,31,2,6,9,3,392500,5,2,1
2,55,3,6,8,3,1560000,5,2,2
2,38,6,6,8,11,1700000,3,2,2
1,19,5,6,7,NA,1578116,1,2,2
1,45,2,6,10,4,3504166.66666667,2,2,NA
2,76,3,6,8,3,2194782.66666667,3,4,2
1,66,2,6,7,5,2194782.66666667,3,4,2
2,52,4,6,5,4,1507000,3,3,2
1,70,4,6,4,5,1400000,3,3,2
1,47,6,6,8,3,2301000,4,3,2
2,24,2,6,10,7,2017032,3,3,2
1,51,6,6,10,4,1333333.33333333,4,3,2
2,33,6,6,9,13,0,3,3,5
2,40,2,6,6,5,730000,3,3,3
2,45,5,6,7,5,1881500,4,3,2
1,28,5,6,8,5,1071000,1,3,2
1,32,1,6,5,7,1296000,3,3,1
2,61,5,6,8,3,1e+06,1,3,2
2,54,4,6,10,3,725000,1,3,2
1,34,2,6,8,13,3735666.66666667,2,3,3
2,26,5,6,9,NA,7e+05,1,3,4
1,63,2,6,10,3,237500,3,3,3
2,52,3,6,7,13,8e+06,1,3,4
2,78,5,6,0,3,2152676.41666667,4,3,2
1,68,2,6,5,4,4613000,5,3,2
1,28,2,6,8,11,2993132.66666667,3,3,1
1,60,4,6,10,11,23500000,1,3,6
2,31,5,6,6,11,1292933.33333333,2,3,5
2,76,3,6,10,5,83333.3333333333,1,3,5
1,94,2,6,10,3,7188750,5,3,3
1,31,5,6,8,5,1200000,2,3,3
1,50,4,6,9,5,4e+05,1,3,1
2,39,1,6,10,9,2025000,2,3,2
1,28,5,6,7,5,533333.333333333,1,3,2
1,63,4,6,5,3,2133333.33333333,1,3,2
1,52,6,6,10,10,4e+06,1,3,3
1,44,6,6,9,5,1500000,3,3,2
1,65,2,6,10,3,208333.333333333,2,3,2
2,50,4,6,10,5,3116666.66666667,3,3,2
1,49,6,6,10,11,9133333.33333333,3,3,5
2,62,4,6,10,5,1661333.33333333,4,3,5
2,51,5,5,9,3,4e+05,1,3,2
1,37,2,6,9,4,1312500,3,3,2
1,79,6,6,7,9,828400,2,3,1
1,47,2,6,6,3,6621000,5,3,1
2,46,3,6,7,3,550000,3,3,2
1,59,2,6,10,3,3e+05,3,3,2
2,50,4,6,10,8,3741666.66666667,2,3,3
1,51,2,6,8,3,1098333.33333333,4,3,2
1,41,2,6,8,3,1050000,3,3,1
1,59,6,6,7,3,10700000,4,3,2
1,63,2,6,8,3,8e+05,2,3,1
1,53,2,6,10,3,980000,4,3,1
2,77,5,6,10,5,1e+06,3,3,3
1,46,2,6,10,5,3530000,5,1,1
2,41,5,6,10,5,1400000,5,1,1
1,51,6,6,8,4,2085000,4,1,1
1,59,2,6,10,5,2200000,4,1,2
1,36,2,6,8,7,2093750,4,1,2
1,62,6,6,10,5,4516583.33333333,5,1,2
1,36,2,6,7,4,1815000,6,1,3
1,72,2,6,10,3,11955333.3333333,7,1,2
1,42,2,6,8,5,3156666.66666667,4,1,1
1,74,6,6,8,1,2e+05,3,1,1
2,73,4,6,4,1,650000,2,1,1
1,43,2,1,8,3,938500,6,1,1
1,48,5,5,5,1,4e+05,1,4,1
2,54,2,5,8,4,1450000,5,4,1
2,92,2,5,5,3,1106250,3,4,1
2,23,5,1,8,4,0,2,9,1
1,49,2,1,5,4,1525000,9,9,1
2,56,4,1,5,3,3222500,9,9,1
1,75,6,1,5,3,3e+05,4,9,1
1,52,5,1,9,9,3375000,5,9,1
1,49,2,1,5,4,3150000,8,9,1
1,43,6,6,4,NA,2041500,6,9,1
2,26,5,6,8,5,1778500,3,9,1
1,51,6,6,8,11,1e+06,2,9,1
1,56,2,6,9,3,1200000,4,9,1
1,19,2,1,4,NA,9e+05,3,9,1
1,34,6,6,8,4,5e+05,5,9,1
1,26,2,1,8,3,337500,4,9,1
1,25,2,6,8,3,695000,6,9,1
1,35,2,1,8,4,781666.666666667,8,9,1
1,43,6,6,7,3,1015000,5,9,1
1,31,2,6,5,5,343333.333333333,5,9,1
1,52,4,1,9,5,297000,3,9,1
1,70,2,1,8,3,1881333.33333333,8,9,1
1,40,2,6,9,4,1190000,4,9,2
1,51,6,6,8,4,780000,4,9,2
2,59,3,1,9,3,280000,4,9,NA
2,19,5,6,8,NA,183333.333333333,2,9,1
1,44,6,6,10,4,1825000,4,9,2
2,48,4,6,7,4,83333.3333333333,1,9,0
1,37,6,6,10,3,2038333.33333333,11,9,8
1,60,4,6,9,5,1570833.33333333,4,1,1
2,64,4,6,9,1,1300000,5,1,1
2,59,2,5,5,4,145833.333333333,2,1,NA
2,59,4,6,9,4,5100000,4,1,1
2,69,6,6,8,11,9500000,2,1,5
1,26,5,6,4,11,1525000,1,1,6
2,56,6,6,8,11,3500000,2,1,6
1,54,6,6,10,5,2.8e+07,5,1,6
1,58,4,5,10,1,240000,1,1,NA
1,28,2,5,8,1,5e+05,3,1,NA
1,37,2,5,8,4,715000,4,1,NA
2,25,2,6,10,7,2461032,4,8,2
2,62,3,6,9,11,2263333.33333333,2,8,4
1,43,2,6,8,5,2198166.66666667,2,8,1
1,32,2,5,8,5,4437166.66666667,4,8,1
1,32,2,3,9,5,2681500,5,8,1
2,54,5,5,9,4,1502324.33333333,1,8,1
1,63,2,6,8,3,3747382,6,8,1
2,52,2,6,8,5,3125125.66666667,4,8,1
2,23,2,6,8,5,1663185.33333333,3,8,1
1,55,5,6,8,5,1426000,2,8,2
1,51,6,6,9,3,3107166.66666667,4,8,1
1,62,5,3,9,3,1627666.66666667,1,8,1
2,57,3,6,5,3,3028000,8,1,1
1,59,2,6,9,3,1198333.33333333,4,1,1
1,30,6,6,10,11,1655000,7,1,1
1,32,2,6,9,5,1297125.66666667,3,1,1
1,50,6,6,5,3,20372500,4,1,1
2,58,2,6,10,4,2547648.66666667,4,1,2
1,36,6,6,10,10,2323116,3,1,2
1,32,2,1,10,7,1989116,4,1,1
1,22,1,1,10,4,1033333.33333333,3,1,0
1,61,6,6,10,5,1598449.33333333,7,1,1
1,60,6,1,8,3,2168866,5,1,1
1,82,6,6,10,1,2522000,16,1,1
2,89,3,6,8,3,483333.333333333,1,1,3
1,46,2,6,5,3,708333.333333333,7,1,1
1,50,6,6,5,3,940000,4,1,1
2,41,4,6,10,5,850250,5,1,1
1,76,2,6,9,3,641666.666666667,13,1,1
1,45,2,1,9,4,20436666.6666667,3,1,0
1,33,6,6,8,5,27083333.3333333,4,1,1
1,61,2,6,9,1,572500,6,1,1
1,78,2,6,8,3,772500,3,1,2
1,32,6,6,10,6,250000,3,1,1
2,66,4,6,9,1,2145833.33333333,4,1,1
2,51,3,6,6,1,456666.666666667,5,1,1
1,57,2,6,9,3,550000,2,1,1
1,20,2,6,6,4,629166.666666667,6,1,0
1,48,6,6,8,5,635000,3,1,1
1,34,2,6,9,5,121333.333333333,4,1,1
1,30,6,6,2,4,0,4,1,1
1,44,2,5,7,4,382500,4,1,1
2,53,2,6,8,3,650000,4,1,1
2,43,4,6,6,5,380000,5,1,1
1,44,6,6,6,4,6e+05,6,1,2
2,60,4,6,7,5,950000,3,1,1
1,79,6,6,6,3,7e+05,2,1,2
2,31,2,6,9,5,662500,2,1,1
2,25,4,6,5,4,0,7,1,1
2,53,6,6,7,3,680000,3,1,1
1,39,2,6,7,5,680000,3,1,1
2,32,4,6,7,5,680000,3,1,1
1,54,2,6,2,1,190000,7,1,1
2,56,6,6,8,4,25056666.6666667,4,1,1
1,27,2,6,6,5,841666.666666667,3,1,1
1,56,2,6,7,3,641666.666666667,9,1,1
1,46,2,6,6,5,750000,3,1,0
1,76,3,6,6,1,1250000,5,1,1
1,33,6,6,6,5,650000,5,1,1
1,67,4,6,7,1,25075000,1,1,1
2,52,2,6,7,1,20650000,3,1,1
1,72,3,6,9,1,12440000,2,1,1
2,50,2,6,8,11,1725000,1,1,1
1,55,4,6,10,1,15425000,1,1,1
1,64,6,6,9,1,15200000,3,1,1
1,37,2,6,6,4,1200000,3,1,1
1,43,5,6,8,5,870000,2,1,1
1,47,2,6,8,1,725000,5,1,1
1,66,2,6,6,1,70833.3333333333,2,1,1
2,30,4,6,8,5,20154166.6666667,4,1,1
1,67,4,6,10,3,1496666.66666667,5,1,1
1,37,2,6,8,5,1110616,5,1,1
1,42,6,6,4,7,1186125.66666667,5,1,2
1,61,6,6,6,5,2164833.33333333,7,1,2
1,73,4,6,8,4,1977125.66666667,4,1,1
1,19,2,6,10,5,984666.666666667,4,1,9
2,53,2,1,3,4,1166666.66666667,4,1,2
1,72,6,1,5,1,10438333.3333333,4,1,1
1,63,2,6,8,5,19750000,1,1,2
2,82,4,6,5,5,1327116,1,2,2
2,71,3,6,10,3,1856500,3,3,2
1,63,6,6,10,13,4100000,2,3,3
1,32,2,6,8,3,1025000,4,3,2
1,53,2,6,9,3,1980616,4,3,2
1,68,2,6,9,3,2575000,6,3,2
1,64,6,6,8,3,1250000,4,3,2
1,48,6,6,9,3,885000,5,3,1
2,18,5,5,10,NA,375000,1,3,2
1,39,2,6,8,3,1697000,2,3,0
1,53,2,6,8,3,982500,2,3,2
1,34,4,6,8,7,2245000,4,3,2
2,58,3,6,7,1,250000,1,3,2
2,40,2,6,8,4,2646666.66666667,6,3,2
1,67,2,6,7,3,750000,2,3,2
1,31,1,6,8,4,1857833.33333333,5,3,2
2,54,4,6,10,3,829166.666666667,7,3,2
2,56,6,6,10,3,4416666.66666667,3,3,3
2,36,2,6,7,5,1843666.66666667,6,3,9
2,71,3,6,7,3,1420000,2,3,2
1,55,6,6,10,3,4e+06,3,3,5
2,69,3,6,8,3,970000,3,3,2
1,51,4,6,9,11,3750000,1,3,3
1,58,6,6,2,3,1557125.66666667,4,3,1
1,24,2,6,9,3,1950000,3,3,1
2,25,4,1,8,9,637500,2,3,2
2,83,3,6,10,3,20828124,3,6,1
2,68,3,6,4,1,103333.333333333,1,6,2
1,33,2,1,10,3,0,5,9,NA
1,42,2,1,7,3,0,10,9,NA
1,25,4,1,9,1,0,1,9,NA
1,39,2,1,9,5,1170000,5,9,8
1,59,6,1,8,3,0,5,9,NA
1,35,2,1,10,3,0,4,9,NA
1,35,2,1,8,5,1331666.66666667,4,9,NA
1,77,6,1,9,3,0,2,9,NA
1,68,6,1,10,1,0,9,9,0
1,68,3,1,8,1,0,1,9,NA
2,37,5,6,8,4,575000,2,9,1
2,47,2,6,3,1,1165000,5,9,1
2,30,2,6,10,5,8e+05,3,9,1
1,43,2,6,6,11,2293333.33333333,4,9,1
1,33,2,6,10,13,828000,4,9,1
1,62,4,6,9,3,730000,4,9,1
1,43,2,6,8,3,1220000,7,9,8
1,42,6,6,9,3,450000,2,9,2
1,32,2,6,8,4,2770449.33333333,5,9,1
1,61,6,6,10,3,2928000,3,2,2
1,47,6,6,9,4,2178583.33333333,4,2,2
2,40,5,6,8,3,2154166.66666667,5,2,3
2,70,6,6,2,3,720000,9,2,2
1,61,6,6,10,3,5125333.33333333,5,2,1
1,62,4,6,7,3,2781348,2,2,2
1,65,6,6,9,3,5e+05,2,2,2
1,36,2,6,8,5,1641542.33333333,5,2,2
1,51,2,1,2,5,2083333.33333333,5,1,1
2,68,6,6,8,3,3913149,10,1,3
2,22,2,6,8,7,2943580,4,1,1
2,41,6,6,10,11,2693616,4,1,1
1,29,2,6,1,5,75000,9,1,1
2,33,2,6,8,5,1709166.66666667,4,1,1
2,51,2,6,8,3,2735000,5,1,2
2,59,4,6,7,5,2615459,6,1,2
1,61,2,6,3,3,1855000,8,1,1
2,36,2,6,5,3,6e+05,4,1,1
2,56,6,6,9,5,7426116,4,1,1
2,59,2,6,10,5,7141265,6,1,2
2,92,3,6,8,3,2820333.33333333,5,1,2
2,30,2,6,8,5,1945000,7,1,2
2,35,2,6,7,7,2354000,6,1,3
1,46,6,5,9,7,1338464.66666667,4,1,1
2,58,5,5,8,7,130000,2,1,2
1,36,6,6,8,7,2271736.75,5,1,2
2,68,6,6,9,3,7e+05,2,1,1
1,38,2,6,9,5,1102000,2,1,1
1,22,2,6,9,9,1966666.66666667,3,1,1
1,48,6,6,8,7,8e+05,4,1,1
1,52,6,6,9,4,860000,4,1,0
1,39,2,5,5,1,680000,3,1,1
1,51,1,6,7,11,3200000,3,1,2
2,37,2,6,8,4,1050000,5,1,1
1,36,2,6,7,4,4266666.66666667,1,1,0
1,65,2,6,8,1,1400000,1,1,0
1,48,2,6,8,4,930000,7,1,1
2,50,2,3,7,3,150000,3,1,1
2,73,3,6,8,1,1425000,4,1,1
1,20,2,6,8,3,450000,3,1,1
1,21,2,6,8,3,550000,3,1,1
1,26,2,6,8,4,1e+06,4,1,1
2,59,4,6,7,1,978416.666666667,6,1,0
1,51,2,5,9,1,1277500,6,1,1
2,65,2,6,9,11,2600000,4,1,2
2,32,4,6,8,5,1010000,4,1,1
2,58,4,6,8,5,490000,1,1,0
1,27,2,6,4,4,345000,5,1,1
1,43,2,6,6,4,350000,3,1,1
1,53,2,6,6,3,3e+05,2,1,0
1,43,2,6,5,3,3e+05,3,1,0
2,33,4,6,8,6,1485000,3,1,1
1,33,5,6,7,5,1200000,1,1,1
2,20,4,6,8,5,870000,3,1,1
2,53,5,6,5,5,950000,3,1,1
2,41,4,6,10,11,2608333.33333333,1,1,1
1,52,2,5,9,4,2166666.66666667,2,8,2
2,71,4,5,10,3,3788698.66666667,4,8,0
1,52,6,5,8,3,2538698.66666667,2,8,0
1,49,2,6,8,4,4500000,5,8,1
2,26,6,6,7,7,1866666.66666667,1,8,3
1,53,3,6,10,9,2100000,1,8,2
1,51,6,6,7,4,2657762.66666667,3,8,3
2,65,2,6,9,1,310000,4,1,1
2,43,6,6,10,3,13030166.6666667,7,1,1
1,61,2,6,9,3,250000,6,1,1
1,25,2,6,8,4,622500,5,1,NA
1,76,6,1,10,1,320000,4,1,1
2,67,2,6,10,1,1002500,5,1,1
1,53,2,6,10,1,307500,3,1,1
1,30,2,1,10,4,795000,4,1,1
1,59,6,1,8,3,350000,5,1,0
2,64,2,6,8,1,656666.666666667,4,1,1
2,54,2,6,10,1,210000,3,1,0
1,73,2,1,10,1,290000,2,1,0
1,55,2,6,7,3,2769166.66666667,9,1,0
2,33,2,5,10,13,5630000,5,1,1
2,77,3,6,7,3,3506666.66666667,8,1,2
1,68,6,6,7,4,6812500,7,1,3
2,40,5,5,9,3,40000,5,1,1
1,32,2,5,9,4,1713000,4,1,1
1,31,2,6,7,1,1129957,7,1,1
2,61,4,5,5,1,762500,5,1,1
1,42,2,5,7,11,1100000,1,1,2
1,43,2,5,10,3,522500,6,1,1
2,23,2,5,0,5,770000,4,1,1
1,19,5,5,3,4,117500,2,1,1
2,85,6,5,4,1,5140000,2,1,1
2,43,4,1,10,5,370000,3,1,1
1,57,6,1,10,3,750000,3,1,1
2,69,3,6,9,3,7856000,5,1,1
1,68,6,6,7,1,598333.333333333,7,1,1
2,86,3,6,6,1,1067500,10,1,1
1,42,2,6,7,3,403500,4,1,9
1,30,2,5,10,3,1030000,4,1,1
2,53,4,6,10,3,385000,4,1,1
2,43,5,6,10,3,847500,14,1,1
2,22,1,1,8,4,1291666.66666667,4,1,1
1,33,2,1,10,1,730000,3,1,1
1,25,2,1,7,3,883000,4,1,1
1,23,1,1,10,5,473000,3,1,0
1,49,5,6,8,4,806666.666666667,2,1,1
2,68,3,6,6,4,333333.333333333,1,1,1
1,73,2,6,8,1,370000,3,1,1
2,84,3,6,8,3,545000,4,1,1
1,39,2,1,7,5,250000,2,1,9
2,38,4,6,10,3,535000,4,1,1
2,53,6,6,7,3,842000,6,1,1
1,50,6,6,10,3,6e+05,2,1,1
1,39,4,6,10,5,10305166.6666667,6,1,1
1,50,4,1,10,3,1310000,3,1,1
1,70,3,6,8,3,408333.333333333,5,1,1
1,49,6,6,10,11,5643155.41666667,3,1,2
1,53,6,1,10,11,9067500,4,1,2
1,60,2,6,8,1,650000,4,1,1
1,39,5,6,9,3,480000,1,1,1
1,18,5,6,8,4,650000,1,1,1
1,58,2,6,8,3,1300000,2,5,3
1,35,6,6,9,10,5115000,4,5,4
1,63,6,6,10,4,7e+05,2,2,1
1,69,6,6,8,3,2922000,3,2,2
1,38,2,6,8,3,1050000,4,2,2
1,86,6,6,8,1,101666.666666667,2,2,3
2,54,4,6,8,11,1050000,3,3,3
1,60,3,6,8,5,2500000,2,2,2
1,28,6,6,10,10,3789166.66666667,3,2,3
1,39,2,6,9,13,13495832,5,2,5
1,31,2,6,8,5,1053116,3,2,2
1,62,6,6,9,3,3349764.66666667,6,2,1
2,75,3,6,9,3,1e+06,2,2,1
2,48,5,6,8,11,620200,3,2,2
2,26,5,6,10,7,8e+05,3,2,2
1,39,5,6,8,5,1897032,2,3,3
2,44,4,6,8,5,1497000,5,3,2
1,78,6,6,7,3,1247000,3,3,1
2,25,2,6,9,10,1071814.66666667,3,3,4
1,39,6,6,8,6,4006241,5,3,3
1,34,6,6,10,5,1600000,2,3,3
1,36,6,6,10,9,15300000,4,3,5
2,56,6,6,6,11,1400000,1,3,3
2,70,4,6,10,3,480000,1,3,2
1,69,2,6,9,3,806666.666666667,2,3,1
1,39,2,6,9,3,1310000,4,3,1
2,74,4,6,5,3,160000,1,6,1
1,33,2,6,10,9,1501166.66666667,4,6,1
1,49,2,6,8,3,1165750,7,6,1
1,32,4,6,10,4,1250000,1,6,1
2,48,4,6,7,4,1350000,4,6,1
1,56,6,6,8,3,550000,2,6,1
2,40,4,6,7,7,1591666.66666667,1,6,1
1,47,2,6,10,3,893333.333333333,2,6,1
1,51,2,6,6,3,148000,2,6,1
1,35,2,6,8,3,805000,4,1,1
2,45,6,6,7,7,2594166.66666667,2,1,1
2,30,4,6,8,NA,2594166.66666667,2,1,1
2,28,5,6,5,7,1325000,3,1,1
1,47,6,6,10,5,1655833.33333333,6,1,2
2,30,5,6,0,NA,1725000,6,1,2
1,59,5,6,7,1,1725000,6,1,2
2,64,3,6,5,4,1060000,2,1,2
2,68,3,6,9,3,2841666.66666667,6,1,1
2,45,5,6,10,5,2202500,7,1,1
1,35,2,6,5,NA,5139000,7,1,2
1,42,2,6,10,4,961666.666666667,3,1,3
1,44,2,6,8,4,860416.666666667,5,1,1
1,31,2,6,8,5,890000,4,1,1
2,41,4,6,10,3,31666.6666666667,1,1,1
2,72,4,6,10,3,107500,5,1,1
1,54,2,6,10,4,3133333.33333333,3,1,1
1,34,2,6,5,9,4700000,4,1,2
1,36,2,6,10,5,1650000,5,1,2
1,40,2,6,9,5,1722500,5,1,1
1,33,2,6,8,5,1650000,7,1,1
1,57,2,6,6,4,1200000,2,1,1
2,38,6,6,7,3,363333.333333333,5,1,1
2,27,6,6,8,4,180000,2,1,0
2,28,2,6,8,3,210000,4,1,0
2,81,4,5,8,3,371666.666666667,4,1,1
2,49,2,5,8,5,850000,3,4,1
1,71,6,5,7,5,2e+05,1,4,1
1,82,6,5,5,1,203750,2,4,1
2,39,5,5,5,3,8e+06,1,4,1
1,58,5,5,9,4,4e+05,1,4,1
1,77,2,5,8,1,639500,5,4,0
1,69,2,5,5,1,280000,3,4,0
1,24,2,5,7,3,350000,4,4,0
1,56,2,5,6,4,4e+05,2,4,0
2,39,2,5,6,4,450000,4,4,0
1,37,2,5,6,3,315000,5,4,0
2,43,4,5,4,9,7833.33333333333,2,4,1
1,54,2,5,10,4,6e+05,2,4,1
2,30,2,5,6,4,975000,6,4,1
2,29,4,5,2,5,369500,4,4,1
2,55,2,5,6,11,2225000,2,4,1
2,30,4,5,7,4,558833.333333333,6,4,1
2,33,2,5,7,4,1425000,6,4,1
1,41,6,1,10,NA,4903333.33333333,4,9,1
2,59,5,6,6,7,6075000,2,9,1
1,54,6,6,10,4,3325000,4,9,1
1,60,6,1,5,5,2625000,7,9,1
1,36,2,1,9,4,875000,6,9,NA
1,33,2,1,9,4,1e+05,4,9,NA
1,54,6,1,9,3,1600000,1,9,0
1,49,2,1,9,3,245000,6,9,0
1,73,6,1,6,3,25980000,8,9,1
1,39,5,1,6,3,6e+05,1,9,1
1,23,5,1,10,NA,0,1,9,NA
1,49,6,1,10,4,325000,8,9,NA
1,44,5,1,9,4,0,3,9,NA
1,39,2,1,10,4,125000,3,9,NA
1,76,3,1,7,3,0,2,9,1
1,47,2,1,9,4,1895000,6,9,0
1,27,2,1,9,4,50000,6,9,NA
1,45,2,1,6,5,2e+05,5,9,NA
1,68,6,6,10,3,3600000,3,2,6
1,44,2,6,8,3,2068750,4,2,6
2,32,2,6,10,3,2650000,4,2,1
1,27,5,6,7,5,1450000,1,2,6
1,63,2,6,9,10,4447500,2,2,9
1,30,2,6,5,3,810000,5,2,1
1,47,2,6,9,3,1275000,5,2,6
1,38,6,6,10,4,2644666.66666667,5,2,1
1,58,3,6,8,3,2536666.66666667,7,2,3
1,37,6,6,9,4,3592000,4,2,1
2,73,3,6,8,3,537500,1,2,2
1,39,2,6,6,4,1885000,7,2,2
1,37,6,6,5,5,1098500,4,2,1
1,51,6,6,8,1,410000,2,2,1
1,74,6,6,6,3,450000,2,2,1
2,41,4,6,10,1,351666.666666667,5,2,1
1,38,2,6,8,3,1450000,4,2,0
2,53,3,6,9,5,2e+06,1,2,1
2,73,3,6,6,3,1080000,5,2,1
1,50,6,6,9,3,2700000,5,2,2
1,52,2,6,7,3,4824447.33333333,4,2,9
2,58,6,6,8,3,1683333.33333333,3,2,2
1,50,2,6,8,3,1e+05,2,2,1
2,59,4,6,6,3,2e+05,1,2,1
2,62,2,6,8,3,1800000,6,2,0
1,34,2,6,10,5,1626666.66666667,4,2,1
1,35,6,6,6,3,260000,4,2,1
1,61,6,6,7,3,2491666.66666667,3,2,2
1,32,5,6,8,NA,5700000,1,2,2
2,48,4,6,9,3,870000,3,2,6
1,70,6,6,9,5,5e+06,2,2,6
1,51,6,6,6,3,8250000,2,2,1
1,21,2,6,6,5,950000,2,2,1
2,42,2,6,8,4,550000,3,2,0
2,38,4,6,9,3,182500,3,2,0
1,56,5,6,7,3,2550000,2,2,0
2,57,6,6,9,11,2290000,1,2,1
1,53,6,6,8,3,650000,2,2,0
1,55,4,6,6,3,1200000,2,2,0
2,71,3,6,8,3,1645000,6,2,0
1,56,4,6,9,3,1245000,3,2,0
2,48,2,6,10,3,675000,3,2,1
2,27,2,6,10,5,1775000,3,2,1
1,76,6,6,8,3,1001666.66666667,2,2,0
1,55,2,6,10,4,450000,4,2,1
1,50,6,6,10,5,1195000,4,2,1
2,52,3,6,7,3,180000,2,2,1
2,71,2,6,7,3,2e+05,2,2,1
2,42,4,6,8,3,1540000,3,2,2
2,31,2,6,7,5,1697000,3,2,1
1,68,2,6,8,3,5e+05,3,2,0
1,27,2,6,7,11,1450000,2,2,0
2,23,5,6,10,5,1e+06,1,2,1
1,28,1,6,9,NA,1632000,3,2,2
1,54,2,6,7,7,1170000,2,2,2
2,43,3,6,8,5,1693333.33333333,6,2,2
1,56,2,6,10,3,4e+05,2,2,2
2,32,6,6,10,7,1450116,4,2,2
1,56,6,6,10,3,670833.333333333,4,2,1
1,66,6,6,10,3,590000,2,2,1
2,28,2,6,10,3,1720000,5,2,1
2,35,6,6,10,11,2130000,3,2,2
1,39,2,6,9,3,810000,5,2,1
1,63,2,6,8,3,425000,2,3,0
1,48,2,6,9,3,1200000,2,3,1
1,54,2,6,9,3,325000,3,3,1
1,61,5,6,7,5,3380000,2,3,2
1,61,6,6,10,4,1600000,2,3,1
1,29,2,6,9,11,3925000,3,3,2
2,84,4,6,8,3,283333.333333333,1,3,2
1,66,4,6,8,11,2650000,2,3,2
1,71,2,6,9,3,1628116,4,3,1
2,64,4,6,10,1,2465625.66666667,5,3,2
1,53,2,6,8,3,2880000,2,3,2
2,45,4,6,9,4,3230000,5,3,2
2,56,5,6,8,5,3356232,5,3,2
1,84,3,6,9,3,1415000,4,3,1
1,53,2,6,9,3,2116232,5,3,1
