"P6020","P6040","P5502","P6080","P1895","P8587","I_HOGAR","I_UGASTO","REGION","P8520S1","P8520S1A1","HIJOS"
1,41,2,6,8,5,2550000,2550000,2,1,1,2
2,28,2,6,8,5,1328116,1328116,2,1,1,0
2,42,2,6,8,4,550000,550000,2,1,1,4
1,37,2,6,9,5,1350000,1350000,2,1,1,2
1,30,2,6,9,5,2400000,2400000,2,1,1,2
2,60,5,6,8,5,1e+06,1e+06,2,1,1,0
1,46,6,6,9,5,2e+05,2e+05,2,1,1,2
1,39,6,6,8,5,2970000,2970000,2,1,1,2
1,30,2,6,8,5,897125.666666667,897125.666666667,2,1,1,2
1,26,2,6,8,NA,2228116,2228116,2,1,1,2
1,40,2,6,10,4,8e+05,8e+05,2,1,1,0
1,63,6,6,10,11,13417083.3333333,13417083.3333333,2,1,2,0
2,81,3,6,10,3,133333.333333333,133333.333333333,2,1,1,0
2,32,2,6,10,11,855000,855000,2,1,1,1
2,55,4,6,4,5,455000,455000,2,1,1,0
2,62,3,6,7,1,1215000,1215000,2,1,2,2
1,31,2,6,4,9,1072500,1072500,2,1,2,2
1,36,2,6,4,3,1664000,1664000,2,1,1,5
2,21,1,6,9,4,2395000,2395000,2,1,2,0
2,47,5,6,7,5,1200000,1200000,2,1,2,0
2,22,5,6,10,5,720000,720000,2,1,2,0
2,59,3,6,5,4,1085000,1085000,2,1,2,2
2,40,4,6,8,6,863333.333333333,863333.333333333,2,1,2,1
2,40,2,6,9,NA,449583.333333333,449583.333333333,2,1,1,3
2,53,5,6,9,3,1659833.33333333,1659833.33333333,2,1,1,1
1,29,6,6,8,5,368333.333333333,368333.333333333,2,1,1,1
1,38,6,6,8,11,2610000,2610000,2,1,2,2
1,45,2,6,10,NA,3070000,3070000,2,1,5,1
2,55,4,6,6,5,1600000,1600000,2,1,2,2
1,43,5,6,10,NA,4500000,4500000,2,1,2,0
2,24,5,6,7,4,216666.666666667,216666.666666667,2,1,2,1
2,45,4,6,9,7,980000,980000,2,1,2,0
1,56,1,6,10,11,980000,980000,2,1,2,0
2,57,5,6,10,3,1589011.33333333,1589011.33333333,2,1,2,1
1,57,6,6,8,3,2565678,2565678,2,1,2,2
1,23,5,6,10,5,928000,928000,2,1,2,0
1,46,2,6,7,3,2085666.66666667,2085666.66666667,2,1,1,2
1,61,4,6,6,3,183333.333333333,183333.333333333,2,1,2,0
1,62,6,6,8,3,480000,480000,2,2,NA,0
2,73,3,6,5,3,336000,336000,2,1,1,0
1,75,3,6,8,3,1382166.66666667,662166.666666667,2,1,2,1
1,45,2,6,10,1,1551666.66666667,1551666.66666667,2,1,1,3
2,88,4,6,4,1,484166.666666667,484166.666666667,2,1,1,1
1,67,2,6,8,3,436166.666666667,436166.666666667,2,1,2,1
1,42,2,6,8,3,1300000,1300000,2,1,2,1
1,65,6,6,8,7,1950000,1950000,2,1,2,1
1,63,2,6,7,3,575000,575000,2,1,2,2
1,79,6,6,0,3,270000,270000,2,1,2,0
1,37,2,6,10,4,1290000,1290000,2,1,2,2
2,40,4,6,10,5,1350000,1350000,2,1,2,2
1,42,6,6,10,3,880000,880000,2,1,2,3
1,41,2,6,8,5,640000,640000,2,1,2,2
2,48,6,6,9,3,2419000,2419000,2,1,2,3
1,22,1,6,10,5,2600000,2600000,2,1,2,1
2,38,6,6,9,3,422000,422000,2,1,2,1
1,68,3,6,9,3,5e+05,5e+05,2,1,2,0
1,33,2,6,8,3,889333.333333333,889333.333333333,2,1,2,3
1,35,2,6,10,3,828116,828116,7,1,2,1
1,38,4,6,8,3,1330000,1330000,7,1,1,0
1,51,2,6,10,3,1432824.33333333,1432824.33333333,7,1,1,2
2,55,4,6,9,3,3910482.66666667,3910482.66666667,7,1,2,3
2,26,4,6,10,9,2054423.33333333,2054423.33333333,7,1,2,2
1,51,2,5,9,5,1599157.66666667,1599157.66666667,7,1,1,1
1,43,6,6,10,5,2340000,2340000,7,1,2,2
2,41,4,5,7,4,2610000,2610000,7,1,0,3
2,79,3,5,9,3,360000,360000,7,1,1,0
2,89,3,5,8,1,425000,425000,7,1,1,1
1,67,4,5,6,3,6e+05,6e+05,7,1,0,0
2,46,5,5,9,4,516666.666666667,516666.666666667,7,1,0,0
1,49,2,6,9,3,1595000,1595000,7,1,0,1
1,24,2,5,9,3,9e+05,9e+05,7,1,0,1
2,22,5,5,10,7,1216666.66666667,1216666.66666667,7,1,0,1
2,77,6,5,10,1,670000,670000,7,1,0,0
2,74,3,5,8,1,582500,582500,7,1,0,0
2,25,4,6,7,3,456666.666666667,456666.666666667,7,1,0,1
2,26,4,5,10,5,529166.666666667,529166.666666667,7,1,0,2
2,23,4,5,10,4,1063333.33333333,1063333.33333333,7,1,0,1
2,69,3,6,10,3,1443333.33333333,1443333.33333333,7,1,2,1
1,54,2,5,10,7,891666.666666667,891666.666666667,7,1,1,1
1,27,6,6,9,NA,6967250,6967250,7,1,3,3
2,65,4,6,9,3,2385172.58333333,2385172.58333333,7,1,1,1
1,32,6,6,8,NA,7285000,7285000,7,1,2,2
1,29,6,6,10,7,4034166.66666667,4034166.66666667,7,1,2,2
2,63,4,6,8,4,2557116.16666667,2557116.16666667,7,1,2,1
2,50,3,6,10,1,1661333.33333333,1661333.33333333,7,1,1,4
1,20,6,6,5,3,1661333.33333333,1661333.33333333,7,1,1,1
1,43,4,6,7,5,1677032,1677032,7,1,2,1
1,36,2,6,5,5,1230032,1230032,7,1,2,2
1,78,6,6,10,3,1193219.5,1193219.5,7,1,2,0
1,32,2,6,9,7,1756204.58333333,1756204.58333333,7,1,2,2
1,52,4,5,9,5,5e+05,5e+05,7,1,2,0
1,54,2,1,9,3,1080609.41666667,1080609.41666667,7,1,2,1
1,41,6,6,9,7,3170000,3170000,7,1,2,0
1,48,2,5,10,5,1150609.41666667,1150609.41666667,7,1,2,2
1,73,6,6,10,3,3130719.5,3130719.5,7,1,2,1
1,58,6,5,10,3,3030500,3030500,7,1,2,1
1,35,2,6,7,5,1601907.66666667,1601907.66666667,7,1,1,0
1,48,2,5,10,5,1845000,1845000,7,1,2,1
2,37,2,6,10,5,1022532.66666667,1022532.66666667,7,1,1,1
2,66,3,5,10,3,2775000,2775000,7,1,1,1
1,54,2,5,8,3,2846918.16666667,2846918.16666667,7,1,2,0
1,71,1,6,5,7,8e+05,8e+05,7,1,0,0
1,51,2,6,10,5,3066052.83333333,3066052.83333333,7,1,2,1
1,41,2,6,10,5,1777032,1777032,7,1,2,0
2,52,4,6,10,7,2008333.33333333,2008333.33333333,7,1,1,0
1,60,4,1,4,4,942666.666666667,942666.666666667,7,1,2,1
2,44,5,5,9,3,1386616,1386616,7,1,2,0
1,41,4,6,8,5,1200000,1200000,7,1,2,0
2,67,3,6,9,4,1385000,1385000,7,1,2,1
1,23,2,5,10,5,3306782.66666667,3306782.66666667,7,1,1,0
2,39,4,6,10,7,2226865.33333333,2226865.33333333,7,1,2,1
1,28,1,6,10,5,2391264,2391264,7,1,2,2
1,58,2,6,8,3,858116,858116,7,1,2,1
1,79,2,5,10,4,1694821.66666667,1694821.66666667,7,1,2,0
1,60,5,6,9,3,1160276.08333333,1160276.08333333,7,1,2,0
1,61,2,6,5,3,2227924.08333333,2227924.08333333,7,1,2,0
1,36,5,6,7,7,1076814.66666667,1076814.66666667,7,1,2,0
1,74,4,6,10,11,3491666.66666667,3491666.66666667,7,1,2,0
1,76,4,6,10,3,1206666.66666667,1206666.66666667,7,1,1,0
2,27,2,5,10,7,2750000,2750000,7,1,1,0
1,59,5,6,7,5,1400000,1400000,7,1,1,0
1,84,6,1,10,5,3666666.66666667,3666666.66666667,7,1,1,0
2,72,2,5,5,1,1414157.66666667,1414157.66666667,7,1,1,3
1,43,2,6,10,5,1226088.58333333,1226088.58333333,7,1,2,1
2,47,1,6,10,3,1960000,1960000,7,1,2,0
1,23,2,6,10,5,2330000,2330000,7,1,2,2
1,36,4,1,10,3,1659157.66666667,1659157.66666667,7,1,2,1
1,49,4,1,9,3,950000,950000,7,1,1,0
1,40,6,6,10,5,2133333.33333333,2133333.33333333,7,1,2,0
1,33,2,6,3,5,3091449.33333333,3091449.33333333,7,1,2,1
1,52,2,6,10,3,1920000,1920000,7,1,2,2
1,34,2,6,9,4,1272000,1272000,7,1,2,3
2,63,2,6,10,4,750000,750000,7,1,2,1
1,49,6,5,10,4,2736620,2736620,7,1,2,1
2,58,5,6,7,5,0,0,7,1,3,1
1,49,2,5,10,NA,3311666.66666667,3311666.66666667,7,1,2,2
1,51,2,6,8,5,2650000,2650000,7,1,3,2
1,35,6,5,9,10,3492000,3492000,7,1,2,1
1,71,6,6,9,4,1400000,1400000,7,1,3,0
1,63,2,6,7,5,2700000,2700000,7,1,3,1
1,68,2,6,8,7,3960250,3960250,7,1,3,0
1,36,2,6,8,11,5215000,5215000,7,1,2,2
2,63,3,6,9,3,291666.666666667,291666.666666667,7,1,2,0
2,57,2,6,9,5,580000,580000,7,1,3,1
2,67,3,6,8,3,1333333.33333333,1333333.33333333,7,1,3,1
1,29,2,6,8,3,1255000,1255000,7,1,1,0
1,71,5,6,8,3,270000,270000,7,1,1,0
1,58,4,6,8,3,8e+05,8e+05,7,1,1,0
2,40,5,6,9,3,3e+05,3e+05,7,1,1,0
2,56,4,6,8,3,6e+05,6e+05,7,1,1,0
1,60,6,6,8,3,1150000,1150000,7,1,1,0
2,66,3,5,3,1,655833.333333333,655833.333333333,7,1,1,0
2,29,4,6,8,5,1382083.33333333,1382083.33333333,7,1,1,1
1,42,4,6,9,3,4e+05,4e+05,7,1,1,0
1,67,4,6,8,3,1444833.33333333,1444833.33333333,7,1,1,0
2,70,3,5,10,3,619166.666666667,619166.666666667,7,1,2,0
2,43,5,5,5,5,377000,377000,7,1,2,2
1,33,6,6,10,NA,4670833.33333333,4670833.33333333,7,1,2,0
2,50,4,5,5,3,1930000,1930000,7,1,2,2
1,32,2,6,8,5,1333333.33333333,1333333.33333333,7,1,2,1
2,49,3,5,3,5,1546666.66666667,1546666.66666667,7,1,2,0
2,73,5,5,5,3,375000,375000,7,1,2,0
2,73,3,5,10,5,1225000,1225000,7,1,2,2
2,59,4,6,10,9,1583333.33333333,1583333.33333333,7,1,2,0
1,56,6,5,9,3,2179500,2179500,7,1,2,2
1,21,5,6,10,4,220000,220000,7,1,2,0
2,68,4,6,10,7,880000,880000,7,1,2,0
1,34,2,6,9,4,1025333.33333333,1025333.33333333,4,1,1,1
1,66,2,6,8,4,2750000,2750000,4,1,3,0
1,25,2,6,9,7,2838666.66666667,2838666.66666667,4,1,3,0
2,62,5,6,7,3,2126333.33333333,2126333.33333333,4,1,2,2
1,73,6,6,6,3,2611750,2611750,4,1,2,2
2,24,5,6,9,11,3031666.66666667,3031666.66666667,4,1,3,0
1,61,6,6,10,3,3200000,3200000,4,1,2,1
2,54,4,6,5,3,1e+06,1e+06,4,1,2,1
1,29,2,6,10,11,2691666.66666667,2691666.66666667,4,1,4,0
2,79,3,6,8,5,5666666.66666667,5666666.66666667,4,1,4,1
1,58,6,6,5,3,2778333.33333333,2778333.33333333,4,1,2,1
2,42,5,6,7,11,1503666.66666667,1503666.66666667,4,1,3,0
2,51,4,6,9,4,8e+05,8e+05,4,1,2,0
1,52,6,6,4,3,2768000,2768000,4,1,1,1
2,68,3,6,0,1,1518000,1518000,4,1,1,1
1,34,2,6,8,4,1380000,1380000,4,1,2,1
2,31,5,6,8,5,528333.333333333,528333.333333333,4,1,1,2
1,46,6,6,10,13,5988166.66666667,5988166.66666667,4,1,4,1
1,75,4,1,10,11,3226666.66666667,3226666.66666667,4,1,4,0
1,23,2,6,7,5,2507583.33333333,2507583.33333333,4,1,4,0
1,33,6,6,8,5,3175000,3175000,4,1,4,1
2,31,4,6,3,4,1131666.66666667,1131666.66666667,4,1,2,2
2,34,5,6,10,11,2e+06,2e+06,4,1,4,1
2,59,4,6,10,3,2500000,2500000,4,1,4,0
2,51,6,6,10,13,4085000,4085000,4,1,3,1
2,61,3,6,9,5,1965000,1965000,4,1,3,0
1,61,5,6,8,5,1965000,1965000,4,1,3,0
2,26,5,6,8,NA,1965000,1965000,4,1,3,0
1,47,2,6,10,5,1805000,1805000,4,1,1,2
1,42,6,6,8,5,9e+06,9e+06,4,1,3,0
1,30,2,6,9,5,2505000,2505000,4,1,1,1
1,75,6,6,5,5,1178333.33333333,1178333.33333333,4,1,3,0
2,50,5,6,8,5,6e+05,6e+05,4,1,1,0
1,68,4,5,9,4,8e+05,8e+05,4,1,1,0
2,59,2,6,3,3,4214833.33333333,4214833.33333333,4,1,1,4
2,27,2,6,4,4,4214833.33333333,4214833.33333333,4,1,1,2
2,79,3,6,4,3,1e+05,1e+05,4,1,1,2
2,50,3,6,6,3,2250000,2250000,4,1,1,5
2,56,5,5,8,3,630000,630000,4,1,1,0
2,30,5,6,9,11,9e+05,9e+05,4,1,2,0
2,25,5,6,6,11,1680000,1680000,4,1,2,0
1,67,6,6,5,3,549166.666666667,549166.666666667,4,1,2,0
1,61,4,6,0,4,320833.333333333,320833.333333333,4,1,2,0
1,30,2,6,7,5,3675333.33333333,3675333.33333333,4,1,2,0
2,28,6,6,8,NA,641666.666666667,641666.666666667,4,1,2,1
1,65,6,6,10,3,3572416.66666667,3572416.66666667,4,1,2,2
2,70,3,6,7,3,4e+05,4e+05,4,1,2,0
2,25,4,6,10,NA,830000,830000,4,1,2,1
1,63,4,6,10,3,9e+05,9e+05,4,1,3,0
2,64,5,6,10,3,998000,998000,4,1,3,1
1,69,6,6,7,4,7e+05,7e+05,4,1,3,1
2,32,4,6,5,3,757500,757500,4,1,3,2
2,49,4,6,8,4,5e+05,5e+05,4,1,3,0
2,52,5,6,5,5,240000,240000,4,1,3,1
1,78,6,6,5,4,1801333.33333333,1801333.33333333,4,1,3,0
2,37,4,6,8,5,950000,950000,4,1,3,1
2,44,4,6,10,9,315000,315000,4,1,3,1
2,50,4,6,10,4,5e+05,5e+05,4,1,3,1
1,47,6,6,7,5,4755000,4755000,4,1,3,2
2,46,3,6,8,6,520000,520000,4,1,3,1
2,81,3,6,8,3,1e+06,1e+06,4,1,3,1
1,51,3,6,6,7,1900000,1900000,4,1,3,1
1,62,6,6,10,5,5222500,5222500,4,1,4,0
2,45,6,1,8,3,693333.333333333,693333.333333333,4,1,4,1
1,62,6,6,8,5,10550000,10550000,4,1,4,2
1,80,5,6,7,11,619166.666666667,619166.666666667,4,1,4,0
1,52,5,6,7,10,4e+05,4e+05,4,1,2,0
1,63,6,6,10,11,22355833.3333333,22355833.3333333,4,1,4,1
1,53,6,6,8,11,1500000,1500000,4,1,4,0
1,75,6,6,10,5,2550000,2550000,4,1,4,0
2,57,4,6,7,13,3800000,3800000,4,1,4,0
2,54,4,6,9,13,3990000,3990000,4,1,4,0
1,66,6,6,7,11,6166666.66666667,6166666.66666667,4,1,4,0
1,58,6,6,8,11,5300000,5300000,4,1,4,1
1,64,6,6,10,13,8516666.66666667,8516666.66666667,4,1,3,0
2,66,3,6,10,11,3619166.66666667,3619166.66666667,4,1,3,1
2,58,3,6,10,5,2558333.33333333,2558333.33333333,4,1,3,0
1,64,6,6,4,13,10516666.6666667,10516666.6666667,4,1,3,0
1,67,6,6,8,5,1946666.66666667,1946666.66666667,4,1,3,0
2,62,6,6,9,13,8600000,8600000,4,1,3,1
1,56,3,6,10,7,1463333.33333333,1463333.33333333,4,1,3,0
1,63,6,6,6,11,9855333.33333333,8662000,4,1,3,1
2,62,4,6,10,13,8550000,8550000,4,1,3,0
1,73,6,6,6,7,3100000,3100000,4,1,3,2
1,67,6,6,10,11,7695750,7695750,4,1,3,0
2,56,5,6,7,5,2366666.66666667,2366666.66666667,4,1,3,0
2,36,6,6,9,7,1045000,1045000,4,1,2,4
1,72,6,6,10,3,992500,992500,4,1,2,0
1,37,2,6,7,3,1050000,1050000,4,1,2,2
2,94,3,6,5,1,1225000,1225000,4,1,2,1
1,38,6,6,10,11,1433333.33333333,1433333.33333333,4,1,2,1
2,60,3,6,5,3,950000,950000,4,1,2,1
1,32,2,1,10,5,1165000,1165000,4,1,2,1
1,61,4,6,5,3,1192000,1192000,4,1,2,0
1,67,6,6,8,3,2286666.66666667,2286666.66666667,4,1,2,2
1,62,6,6,10,3,1e+06,1e+06,4,1,2,0
2,57,6,6,10,3,581666.666666667,581666.666666667,4,1,2,3
2,54,5,6,7,3,8e+05,8e+05,4,1,2,0
2,85,3,6,9,1,145000,145000,4,1,2,0
2,57,4,1,6,3,1476666.66666667,1476666.66666667,4,1,2,1
1,36,4,6,6,9,0,0,4,1,2,0
2,46,5,1,10,4,8e+05,8e+05,4,1,3,0
1,51,6,6,5,5,2178400,2178400,4,1,3,3
1,45,6,6,7,5,1228000,1228000,4,1,3,1
2,79,3,6,8,3,368333.333333333,368333.333333333,4,1,3,1
2,45,5,6,8,7,580000,580000,4,1,3,2
1,38,6,6,7,11,1200000,1200000,4,1,3,0
2,54,4,6,8,5,1e+06,1e+06,4,1,3,0
2,43,4,6,5,9,1870000,1870000,4,1,3,1
2,61,5,6,5,3,1832459,1832459,4,1,1,3
1,31,4,1,3,4,2814916.66666667,2814916.66666667,4,1,1,0
2,41,4,6,5,3,1030000,1030000,4,1,1,3
1,52,6,1,6,4,505000,505000,4,1,1,1
1,35,1,6,10,1,915000,915000,4,1,1,0
2,45,4,6,5,3,464000,464000,4,1,1,2
1,40,6,6,7,3,2530000,2530000,4,1,1,2
1,74,6,1,9,3,754000,754000,4,1,1,1
2,47,5,1,7,3,1717333.33333333,1717333.33333333,4,1,1,2
2,58,5,6,8,1,370000,370000,4,1,1,0
2,37,3,1,5,3,822500,822500,4,1,1,2
1,32,2,1,3,3,415000,415000,4,1,1,2
2,45,4,1,8,3,1565500,1565500,4,2,NA,2
2,27,4,1,0,3,4304000,4304000,4,1,1,2
1,80,2,1,4,1,685000,685000,4,1,1,3
1,70,2,1,7,1,5288500,5288500,4,1,1,3
2,51,4,1,7,3,670000,670000,4,1,1,2
2,36,5,1,5,3,857750,857750,4,1,1,1
1,58,6,6,5,3,1912949.33333333,1912949.33333333,4,1,1,2
1,59,6,6,10,3,3030833.33333333,3030833.33333333,4,1,1,3
1,47,1,6,9,5,2200000,2200000,4,1,3,0
1,65,6,1,10,3,1591666.66666667,1591666.66666667,4,1,1,1
1,47,2,6,5,3,1770000,1770000,4,1,1,2
2,34,2,1,7,4,706666.666666667,706666.666666667,4,1,1,4
1,35,2,1,7,3,650000,650000,4,1,1,1
1,59,6,1,7,3,650000,650000,4,1,1,1
2,34,6,1,8,7,638333.333333333,638333.333333333,4,1,1,3
2,27,1,1,9,3,1718500,1718500,4,1,1,1
1,58,2,6,8,11,6133333.33333333,6133333.33333333,4,1,3,1
2,47,4,6,8,11,2200000,2200000,4,1,3,1
1,37,6,6,10,13,6500000,6500000,4,1,3,1
2,27,5,6,9,11,1800000,1800000,4,1,3,0
2,75,4,6,9,3,245000,245000,4,1,3,0
2,67,6,6,8,4,3867333.33333333,3867333.33333333,4,1,3,1
1,49,5,6,10,5,1175616,1175616,4,1,3,0
2,40,4,6,8,NA,2500000,2500000,4,1,3,1
1,38,6,6,8,11,4406333.33333333,4406333.33333333,4,1,3,2
1,71,2,1,8,3,450000,450000,4,1,1,0
2,21,4,1,3,5,133333.333333333,133333.333333333,4,1,1,1
2,22,1,6,10,5,710000,710000,4,1,1,2
1,34,6,1,7,4,1195000,1195000,4,1,1,2
1,33,2,1,7,3,795000,795000,4,1,1,2
2,41,4,1,9,3,696666.666666667,696666.666666667,4,1,1,1
1,68,6,1,7,3,2840000,2840000,4,1,1,1
2,29,6,1,10,7,907000,907000,4,1,1,1
2,80,3,1,3,3,615000,615000,4,1,1,1
1,51,6,1,8,4,1343333.33333333,1343333.33333333,4,1,1,4
1,25,2,1,10,5,1400833.33333333,1400833.33333333,4,1,1,1
1,37,1,6,5,3,1181000,1181000,4,1,1,1
1,35,2,1,8,4,1356666.66666667,1356666.66666667,4,1,1,3
2,70,3,1,8,3,196666.666666667,196666.666666667,4,1,1,0
1,42,2,1,8,3,456666.666666667,456666.666666667,4,1,1,3
2,70,5,1,9,3,108333.333333333,108333.333333333,4,1,1,0
2,40,5,1,3,5,548333.333333333,548333.333333333,4,1,1,1
2,58,3,1,7,1,1606666.66666667,1606666.66666667,4,1,1,1
2,68,3,1,7,3,231666.666666667,231666.666666667,4,1,1,0
1,34,2,1,2,3,268000,268000,4,1,2,2
1,56,2,1,7,3,858333.333333333,858333.333333333,4,1,1,2
1,38,2,1,5,3,4014333.33333333,4014333.33333333,4,1,1,2
1,28,2,1,10,3,877500,877500,4,1,2,2
1,37,2,1,8,3,1641666.66666667,1641666.66666667,4,1,1,3
1,35,2,1,7,3,522500,522500,4,1,1,1
1,56,6,1,5,3,850000,850000,4,1,1,0
1,39,6,1,7,3,945000,945000,4,1,1,2
1,55,6,1,10,3,1286666.66666667,1286666.66666667,4,1,1,1
1,54,5,6,3,5,480000,480000,4,1,1,0
2,66,4,6,7,3,680000,680000,4,1,1,1
2,26,2,6,8,4,2600000,2600000,4,1,1,3
2,66,3,1,6,5,1301583.33333333,1301583.33333333,4,1,1,1
1,48,6,1,7,3,4176166.66666667,4176166.66666667,4,1,1,3
1,26,5,6,7,5,750000,750000,4,1,1,0
2,31,2,6,9,NA,1912000,1912000,4,1,1,2
2,56,6,6,8,11,10800000,10800000,4,1,5,5
2,67,4,6,8,11,6250000,6250000,4,1,4,0
1,20,5,6,10,5,607500,607500,4,1,4,0
1,32,5,6,6,7,1800000,1800000,4,1,4,0
2,39,6,6,8,3,3e+06,3e+06,4,1,4,1
1,22,2,6,8,NA,1100000,1100000,4,1,5,0
1,43,6,6,9,13,9886000,9886000,4,1,4,1
1,21,1,6,8,NA,325000,325000,4,1,4,0
1,49,5,6,7,11,3190000,3190000,4,1,4,0
1,60,2,1,8,10,3197333.33333333,3197333.33333333,4,1,4,2
2,58,4,6,9,13,7075000,7075000,4,1,4,0
1,60,6,6,8,13,8783333.33333333,8783333.33333333,4,1,4,1
1,61,6,6,8,5,10116666.6666667,10116666.6666667,4,1,4,2
2,47,2,6,6,NA,3e+05,3e+05,4,1,4,1
1,67,6,6,9,4,1900000,1900000,4,1,1,0
1,75,6,1,7,3,250000,250000,4,2,NA,0
1,75,6,1,6,1,1573000,1573000,4,1,1,1
2,54,6,1,7,3,333333.333333333,333333.333333333,4,1,1,0
2,52,4,1,7,3,371666.666666667,371666.666666667,4,1,1,0
1,59,6,1,7,1,1187500,1187500,4,1,1,2
1,52,6,1,8,3,8e+05,8e+05,4,1,1,0
1,47,6,1,8,3,940000,940000,4,1,1,3
1,51,4,1,7,3,9e+05,9e+05,4,1,1,0
1,47,6,1,6,4,850000,850000,4,1,1,1
1,48,2,1,8,5,8e+05,8e+05,4,1,1,0
2,34,2,6,10,3,474000,474000,4,1,1,2
1,40,6,1,8,5,1146000,1146000,4,1,1,2
1,34,2,1,9,4,2718111,2718111,4,1,1,2
1,57,4,1,8,3,3195500,3195500,4,1,1,1
1,49,2,1,7,3,6e+05,6e+05,4,1,1,0
1,37,2,6,9,3,944833.333333333,944833.333333333,4,1,1,3
1,48,6,6,10,9,4027250,4027250,4,1,1,2
1,36,2,1,10,1,751000,751000,4,1,1,3
1,23,2,1,8,4,480000,480000,4,1,1,2
2,40,4,1,7,3,625000,625000,4,1,1,3
2,54,5,1,3,3,3e+05,3e+05,4,1,1,0
2,51,6,1,0,1,702000,702000,4,1,1,1
1,28,2,1,8,3,520000,520000,4,1,1,1
1,38,2,1,10,3,864500,864500,4,1,1,3
1,28,2,1,10,11,1725000,1725000,4,1,1,0
1,28,2,1,7,4,860000,860000,4,1,1,1
1,78,2,1,10,1,380000,380000,4,1,1,1
2,32,2,1,0,3,230000,230000,4,1,1,1
1,32,2,1,10,5,880666.666666667,880666.666666667,4,1,1,2
2,28,4,1,7,5,787500,787500,4,1,1,1
2,53,4,1,7,3,652500,652500,4,1,1,1
2,47,2,1,7,3,438333.333333333,438333.333333333,4,1,1,1
1,38,2,6,10,3,331416.666666667,331416.666666667,4,1,1,2
1,77,4,6,7,3,211666.666666667,211666.666666667,4,1,1,0
1,30,2,1,10,4,489500,489500,4,1,1,1
1,64,6,6,7,3,7e+05,7e+05,4,1,1,0
1,67,5,6,0,5,1775000,1775000,4,1,1,0
2,24,4,6,6,5,555500,555500,4,1,1,1
2,63,3,6,10,3,665000,665000,4,1,1,1
1,44,4,6,7,3,440000,440000,4,1,1,0
2,18,5,1,10,5,412500,412500,4,1,1,0
2,45,4,5,8,7,550000,550000,4,1,1,1
2,56,5,5,10,3,274500,274500,4,1,1,1
1,30,2,5,8,5,879500,879500,4,1,1,3
1,44,2,6,10,3,2396000,2396000,4,1,1,3
2,53,4,5,7,5,440000,440000,4,1,1,1
2,82,3,5,7,3,1157500,1157500,4,1,1,2
1,46,2,5,10,5,1430000,1430000,4,1,1,3
2,46,4,1,7,3,930000,930000,4,1,1,2
2,50,5,5,10,4,6e+05,6e+05,4,1,2,0
1,70,6,6,7,3,851666.666666667,851666.666666667,4,1,1,0
1,85,3,5,9,3,142500,142500,4,1,2,0
1,43,6,6,10,9,2156222,2156222,4,1,1,2
1,57,6,5,7,5,2200000,2200000,4,1,1,0
1,94,3,6,8,3,1093120.25,1093120.25,4,1,1,1
2,63,4,6,7,1,1165000,1165000,4,1,1,2
1,73,2,6,10,4,625000,625000,4,1,2,0
2,78,3,6,6,3,2050000,2050000,4,1,2,0
1,62,2,5,9,11,7745000,7745000,4,1,2,0
2,88,3,5,5,3,1155000,1155000,4,1,1,1
1,62,2,5,6,3,704166.666666667,704166.666666667,4,1,1,0
2,55,2,5,7,3,2025500,2025500,4,1,1,1
1,43,2,5,8,5,1935500,1935500,4,1,1,3
2,84,3,5,7,3,605000,605000,4,1,1,1
1,56,2,5,5,3,677500,677500,4,1,1,1
1,44,2,5,10,13,5500000,5500000,4,1,1,0
1,36,2,5,8,5,2062583.33333333,2062583.33333333,4,1,1,3
1,40,2,5,7,5,666000,666000,4,1,1,2
2,34,4,5,6,5,815000,815000,4,1,1,2
1,53,6,5,7,NA,2825000,2825000,4,1,1,1
1,81,6,5,10,4,190833.333333333,190833.333333333,4,1,1,0
2,44,2,5,7,3,1816000,1816000,4,1,1,4
2,36,2,5,8,NA,2056949.33333333,2056949.33333333,4,1,1,2
1,47,2,5,6,3,1990500,1990500,4,1,1,1
1,87,4,5,7,5,1179111,1179111,4,1,1,0
2,45,2,5,7,7,688500,688500,4,1,1,2
2,49,2,5,7,7,1515500,1515500,4,1,1,2
1,34,2,5,7,5,1560004.83333333,1560004.83333333,4,1,1,2
1,50,2,5,7,11,3734166.66666667,3734166.66666667,4,1,1,1
2,35,4,5,5,7,1490166.66666667,1490166.66666667,4,1,1,2
1,53,2,5,7,4,1145500,1145500,4,1,1,1
1,39,2,5,7,NA,918000,918000,4,1,1,1
1,52,2,5,5,3,1122500,1122500,4,1,1,1
2,79,3,5,7,1,2205000,2205000,4,1,1,1
2,20,1,5,9,4,350000,350000,4,1,1,1
1,49,2,5,7,5,830000,830000,4,1,1,0
1,24,1,5,7,3,450000,450000,4,1,1,1
1,42,5,5,7,3,350000,350000,4,1,1,0
1,34,2,5,8,5,815500,815500,4,1,1,1
1,47,2,5,7,4,2452500,2452500,4,1,1,6
1,38,2,5,8,5,923000,923000,4,1,0,6
1,67,4,5,4,1,341666.666666667,341666.666666667,4,2,NA,0
1,27,1,5,6,4,650000,650000,4,1,0,1
1,58,2,5,7,5,772000,772000,4,1,1,6
1,44,2,5,8,1,5100000,5100000,4,1,0,3
1,31,1,6,6,4,8e+05,8e+05,4,1,0,0
1,44,6,6,8,9,850000,850000,4,1,1,0
1,42,5,5,7,4,1100000,1100000,4,2,NA,0
